category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
adjective,size,big,of considerable size,grande,GRAHN-deh,singular,,,1,adjective,,The museum is big.,Il museo è grande.,"enorme, grosso",,grande
adjective,size,big,of considerable size,grandi,GRAHN-dee,plural,,,1,adjective,,The squares are big.,Le piazze sono grandi.,"enorme, grosso",,grande
adjective,size,small,of little size,piccolo,PEE-koh-loh,singular,,masculine,1,adjective,,The park is small.,Il parco è piccolo.,"minuscolo, minuto",,piccolo
adjective,size,small,of little size,piccola,PEE-koh-lah,singular,,feminine,1,adjective,,The room is small.,La stanza è piccola.,"minuscolo, minuto",,piccolo
adjective,size,small,of little size,piccoli,PEE-koh-lee,plural,,masculine,1,adjective,,The apartments are small.,Gli appartamenti sono piccoli.,"minuscolo, minuto",,piccolo
adjective,size,small,of little size,piccole,PEE-koh-leh,plural,,feminine,1,adjective,,The streets are small.,Le strade sono piccole.,"minuscolo, minuto",,piccolo
adjective,size,tall,of great height,alto,AHL-toh,singular,,masculine,1,adjective,,The tree is tall.,L'albero è alto.,elevato,,alto
adjective,size,tall,of great height,alta,AHL-tah,singular,,feminine,1,adjective,,The tower is tall.,La torre è alta.,elevato,,alto
adjective,size,tall,of great height,alti,AHL-tee,plural,,masculine,1,adjective,,The buildings are tall.,Gli edifici sono alti.,elevato,,alto
adjective,size,tall,of great height,alte,AHL-teh,plural,,feminine,1,adjective,,The mountains are tall.,Le montagne sono alte.,elevato,,alto
adjective,size,short (height),of little height,basso,BAH-ssoh,singular,,masculine,1,adjective,,The wall is short.,Il muro è basso.,corto,,basso
adjective,size,short (height),of little height,bassa,BAH-ssah,singular,,feminine,1,adjective,,The chair is short.,La sedia è bassa.,corto,,basso
adjective,size,short (height),of little height,bassi,BAH-ssee,plural,,masculine,1,adjective,,The fences are short.,I recinti sono bassi.,corto,,basso
adjective,size,short (height),of little height,basse,BAH-sseh,plural,,feminine,1,adjective,,The tables are short.,Le tavole sono basse.,corto,,basso
adjective,size,long,extending great length,lungo,LOON-goh,singular,,masculine,1,adjective,,The corridor is long.,Il corridoio è lungo.,esteso,,lungo
adjective,size,long,extending great length,lunga,LOON-gah,singular,,feminine,1,adjective,,The road is long.,La strada è lunga.,esteso,,lungo
adjective,size,long,extending great length,lunghi,LOON-ghee,plural,,masculine,1,adjective,,The rivers are long.,I fiumi sono lunghi.,esteso,,lungo
adjective,size,long,extending great length,lunghe,LOON-geh,plural,,feminine,1,adjective,,The nights are long.,Le notti sono lunghe.,esteso,,lungo
adjective,size,wide,extending great width,largo,LAHR-goh,singular,,masculine,2,adjective,,The avenue is wide.,Il viale è largo.,ampio,,largo
adjective,size,wide,extending great width,larga,LAHR-gah,singular,,feminine,2,adjective,,The plaza is wide.,La piazza è larga.,ampio,,largo
adjective,size,wide,extending great width,larghi,LAHR-ghee,plural,,masculine,2,adjective,,The corridors are wide.,I corridoi sono larghi.,ampio,,largo
adjective,size,wide,extending great width,larghe,LAHR-geh,plural,,feminine,2,adjective,,The streets are wide.,Le strade sono larghe.,ampio,,largo
adjective,size,narrow,of limited width,stretto,STREHT-toh,singular,,masculine,2,adjective,,The alley is narrow.,Il vicolo è stretto.,angusto,,stretto
adjective,size,narrow,of limited width,stretta,STREHT-tah,singular,,feminine,2,adjective,,The door is narrow.,La porta è stretta.,angusto,,stretto
adjective,size,narrow,of limited width,stretti,STREHT-tee,plural,,masculine,2,adjective,,The paths are narrow.,I sentieri sono stretti.,angusto,,stretto
