category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,food,the bread,staple baked food,il pane,EEL PAH-neh,singular,,masculine,1,noun,,The bread is fresh today.,Il pane è fresco oggi.,pagnotta,definite,pane
noun,food,bread,staple baked food,pane,PAH-neh,singular,,masculine,1,noun,,Bread tastes great with olive oil.,Pane è ottimo con l'olio d'oliva.,pagnotta,,pane
noun,food,the sandwich,filled bread snack,il panino,EEL pah-NEE-noh,singular,,masculine,1,noun,,The sandwich comes with chips.,Il panino viene con le patatine.,tramezzino,definite,panino
noun,food,a sandwich,filled bread snack,un panino,OON pah-NEE-noh,singular,,masculine,1,noun,,I ordered a sandwich at the bar.,Ho ordinato un panino al bar.,tramezzino,indefinite,panino
noun,food,the sandwiches,filled bread snacks,i panini,EE pah-NEE-nee,plural,,masculine,1,noun,,The sandwiches are ready to go.,I panini sono pronti da portar via.,tramezzini,definite,panino
noun,food,the pizza,famous Italian flatbread,la pizza,LA PEET-tsah,singular,,feminine,1,noun,,The pizza smells delicious.,La pizza profuma di buono.,margherita,definite,pizza
noun,food,a pizza,famous Italian flatbread,una pizza,OO-nah PEET-tsah,singular,,feminine,1,noun,,We shared a pizza for lunch.,Abbiamo diviso una pizza a pranzo.,margherita,indefinite,pizza
noun,food,the pizzas,famous Italian flatbreads,le pizze,LEH PEET-tseh,plural,,feminine,1,noun,,The pizzas arrive quickly here.,Le pizze arrivano rapidamente qui.,margherite,definite,pizza
noun,food,pasta,Italian noodle dish,pasta,PAHS-tah,singular,,feminine,1,noun,,Pasta is popular worldwide.,Pasta è famosa in tutto il mondo.,spaghetti,,pasta
noun,food,the pasta,Italian noodle dish,la pasta,LA PAHS-tah,singular,,feminine,1,noun,,The pasta is al dente.,La pasta è al dente.,spaghetti,definite,pasta
noun,food,the cheese,aged milk product,il formaggio,EEL for-MAHJ-joh,singular,,masculine,1,noun,,The cheese is very tasty.,Il formaggio è molto saporito.,cacio,definite,formaggio
noun,food,cheese,aged milk product,formaggio,for-MAHJ-joh,singular,,masculine,1,noun,,Cheese pairs well with wine.,Formaggio si abbina bene al vino.,cacio,,formaggio
noun,food,the water,drinking liquid,l'acqua,LAHK-kwah,singular,,feminine,1,noun,,The water is cold.,L'acqua è fredda.,acqua naturale,definite,acqua
noun,food,water,drinking liquid,acqua,AHK-kwah,singular,,feminine,1,noun,,Water is essential.,Acqua è essenziale.,acqua naturale,,acqua
noun,food,the coffee,caffeinated drink,il caffè,EEL kah-FEH,singular,,masculine,1,noun,,The coffee smells strong.,Il caffè ha un aroma intenso.,espresso,definite,caffè
noun,food,coffee,caffeinated drink,caffè,kah-FEH,singular,,masculine,1,noun,,Coffee wakes me up.,Caffè mi sveglia.,espresso,,caffè
noun,food,the apple,round sweet fruit,la mela,LA MEH-lah,singular,,feminine,1,noun,,The apple is crunchy.,La mela è croccante.,frutto,definite,mela
noun,food,an apple,round sweet fruit,una mela,OO-nah MEH-lah,singular,,feminine,1,noun,,I bought an apple at the market.,Ho comprato una mela al mercato.,frutto,indefinite,mela
