category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
adjective,general,good,high quality,buono,BWOH-noh,singular,,masculine,1,adjective,,The coffee is good.,Il caffè è buono.,ottimo,,buono
adjective,general,good,high quality,buona,BWOH-nah,singular,,feminine,1,adjective,,The pizza is good.,La pizza è buona.,ottima,,buono
adjective,general,good,high quality,buoni,BWOH-nee,plural,,masculine,1,adjective,,The cookies are good.,I biscotti sono buoni.,ottimi,,buono
adjective,general,good,high quality,buone,BWOH-neh,plural,,feminine,1,adjective,,The strawberries are good.,Le fragole sono buone.,ottime,,buono
adjective,general,bad,low quality,cattivo,kah-TEE-voh,singular,,masculine,1,adjective,,The wine is bad.,Il vino è cattivo.,pessimo,,cattivo
adjective,general,bad,low quality,cattiva,kah-TEE-vah,singular,,feminine,1,adjective,,The idea is bad.,L'idea è cattiva.,pessima,,cattivo
adjective,general,bad,low quality,cattivi,kah-TEE-vee,plural,,masculine,1,adjective,,The boys are bad.,I ragazzi sono cattivi.,pessimi,,cattivo
adjective,general,bad,low quality,cattive,kah-TEE-veh,plural,,feminine,1,adjective,,The roads are bad.,Le strade sono cattive.,pessime,,cattivo
adjective,general,big,large size,grande,GRAHN-deh,singular,,,1,adjective,,The square is big.,La piazza è grande.,enorme,,grande
adjective,general,big,large size,grandi,GRAHN-dee,plural,,,1,adjective,,The cities are big.,Le città sono grandi.,enormi,,grande
adjective,general,small,of little size,piccolo,PEEK-koh-loh,singular,,masculine,1,adjective,,The table is small.,Il tavolo è piccolo.,minuscolo,,piccolo
adjective,general,small,of little size,piccola,PEEK-koh-lah,singular,,feminine,1,adjective,,The bag is small.,La borsa è piccola.,minuscola,,piccolo
adjective,general,small,of little size,piccoli,PEEK-koh-lee,plural,,masculine,1,adjective,,The towns are small.,I paesi sono piccoli.,minuscoli,,piccolo
adjective,general,small,of little size,piccole,PEEK-koh-leh,plural,,feminine,1,adjective,,The islands are small.,Le isole sono piccole.,minuscole,,piccolo
adjective,general,beautiful,pleasing to look at,bello,BEHL-loh,singular,,masculine,1,adjective,,The museum is beautiful.,Il museo è bello.,stupendo,,bello
adjective,general,beautiful,pleasing to look at,bella,BEHL-lah,singular,,feminine,1,adjective,,The church is beautiful.,La chiesa è bella.,stupenda,,bello
adjective,general,beautiful,pleasing to look at,belli,BEHL-lee,plural,,masculine,1,adjective,,The parks are beautiful.,I parchi sono belli.,stupendi,,bello
adjective,general,beautiful,pleasing to look at,belle,BEHL-leh,plural,,feminine,1,adjective,,The beaches are beautiful.,Le spiagge sono belle.,stupende,,bello
adjective,general,ugly,unpleasant to look at,brutto,BROOT-toh,singular,,masculine,1,adjective,,The weather is ugly.,Il tempo è brutto.,orrendo,,brutto
adjective,general,ugly,unpleasant to look at,brutta,BROOT-tah,singular,,feminine,1,adjective,,The street is ugly.,La strada è brutta.,orrenda,,brutto
adjective,general,ugly,unpleasant to look at,brutti,BROOT-tee,plural,,masculine,1,adjective,,The buildings are ugly.,I palazzi sono brutti.,orrendi,,brutto
adjective,general,ugly,unpleasant to look at,brutte,BROOT-teh,plural,,feminine,1,adjective,,The photos are ugly.,Le foto sono brutte.,orrende,,brutto
adjective,general,new,recent in time,nuovo,NWOH-voh,singular,,masculine,1,adjective,,The phone is new.,Il telefono è nuovo.,recente,,nuovo
