category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,directions,a corner,a point where two streets meet,un angolo,oon AN-goh-lo,singular,,masculine,1,noun,,There's a corner just ahead.,C'è un angolo proprio avanti.,spigolo,indefinite,angolo
noun,directions,the corner,a point where two streets meet,l'angolo,LAN-goh-lo,singular,,masculine,1,noun,,The corner is very sharp.,L'angolo è molto stretto.,spigolo,definite,angolo
noun,directions,the corners,points where two streets meet,gli angoli,lyee AN-goh-lee,plural,,masculine,1,noun,,The corners of the building are rounded.,Gli angoli dell’edificio sono arrotondati.,spigolo,definite,angolo
noun,directions,an intersection,a place where roads cross,un incrocio,oon in-KROH-cho,singular,,masculine,1,noun,,Meet me at an intersection near the station.,Incontrami a un incrocio vicino alla stazione.,bivio,indefinite,incrocio
noun,directions,the intersection,a place where roads cross,l'incrocio,lin-KROH-cho,singular,,masculine,1,noun,,The intersection has a traffic light.,L'incrocio ha un semaforo.,bivio,definite,incrocio
noun,directions,the intersections,places where roads cross,gli incroci,lyee in-KROH-chee,plural,,masculine,1,noun,,The intersections are marked clearly.,Gli incroci sono segnalati chiaramente.,bivio,definite,incroci
noun,directions,a roundabout,a circular intersection,una rotonda,OO-nah roh-TON-dah,singular,,feminine,2,noun,,Take the first exit at a roundabout.,Prendi la prima uscita a una rotonda.,rotatoria,indefinite,rotonda
noun,directions,the roundabout,a circular intersection,la rotonda,lah roh-TON-dah,singular,,feminine,2,noun,,The roundabout is busy at rush hour.,La rotonda è affollata nell'ora di punta.,rotatoria,definite,rotonda
noun,directions,the roundabouts,circular intersections,le rotonde,leh roh-TON-deh,plural,,feminine,3,noun,,The roundabouts in Rome can be tricky.,Le rotonde a Roma possono essere complicate.,rotatoria,definite,rotonde
noun,directions,a bridge,a structure over water or road,un ponte,oon PON-teh,singular,,masculine,1,noun,,There's a bridge over the river.,C'è un ponte sul fiume.,viadotto,indefinite,ponte
