category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,weather,the sun,star that warms Earth,il sole,eel SOH-leh,singular,,masculine,1,noun,,The sun is bright today.,Il sole è brillante oggi.,astro,definite,sole
noun,weather,sun,star that warms Earth,sole,SOH-leh,singular,,masculine,1,noun,,Sun sets late in summer.,Sole tramonta tardi in estate.,astro,,sole
noun,weather,the moon,natural satellite of Earth,la luna,LOO-nah,singular,,feminine,1,noun,,The moon lights up the night.,La luna illumina la notte.,astro,definite,luna
noun,weather,moon,natural satellite of Earth,luna,LOO-nah,singular,,feminine,1,noun,,Moon rises over the hills.,Luna sorge sulle colline.,astro,,luna
noun,weather,the sky,expanse above Earth,il cielo,CHEH-loh,singular,,masculine,1,noun,,The sky is clear.,Il cielo è sereno.,firmamento,definite,cielo
noun,weather,sky,expanse above Earth,cielo,CHEH-loh,singular,,masculine,1,noun,,Sky turns pink at sunset.,Cielo diventa rosa al tramonto.,firmamento,,cielo
noun,weather,the cloud,visible mass of water vapor,la nuvola,NOO-voh-lah,singular,,feminine,1,noun,,The cloud covers the sun.,La nuvola copre il sole.,nube,definite,nuvola
noun,weather,a cloud,visible mass of water vapor,una nuvola,OO-nah NOO-voh-lah,singular,,feminine,1,noun,,A cloud crosses the sky.,Una nuvola attraversa il cielo.,nube,indefinite,nuvola
noun,weather,the clouds,visible masses of water vapor,le nuvole,NOO-voh-leh,plural,,feminine,1,noun,,The clouds move fast.,Le nuvole si muovono veloci.,nubi,definite,nuvole
noun,weather,the rain,water falling from the sky,la pioggia,PYOHJ-jah,singular,,feminine,1,noun,,The rain is heavy.,La pioggia è intensa.,acquazzone,definite,pioggia
noun,weather,rain,water falling from the sky,pioggia,PYOHJ-jah,singular,,feminine,1,noun,,Rain cools the air.,Pioggia rinfresca l'aria.,acquazzone,,pioggia
noun,weather,the snow,frozen precipitation,la neve,NEH-veh,singular,,feminine,1,noun,,The snow covers the streets.,La neve copre le strade.,nevicata,definite,neve
noun,weather,snow,frozen precipitation,neve,NEH-veh,singular,,feminine,1,noun,,Snow falls softly.,Neve cade piano.,nevicata,,neve
noun,weather,the wind,air in motion,il vento,VEN-toh,singular,,masculine,1,noun,,The wind is strong.,Il vento è forte.,burrasca,definite,vento
noun,weather,wind,air in motion,vento,VEN-toh,singular,,masculine,1,noun,,Wind shakes the trees.,Vento scuote gli alberi.,burrasca,,vento
noun,weather,the storm,violent weather with rain and wind,la tempesta,tem-PEH-stah,singular,,feminine,2,noun,,The storm is approaching.,La tempesta si avvicina.,burrasca,definite,tempesta
noun,weather,a storm,violent weather with rain and wind,una tempesta,OO-nah tem-PEH-stah,singular,,feminine,2,noun,,We drove through a storm.,Abbiamo guidato attraverso una tempesta.,burrasca,indefinite,tempesta
noun,weather,the storms,violent weather events,le tempeste,tem-PEH-steh,plural,,feminine,2,noun,,The storms cause delays.,Le tempeste causano ritardi.,burrasche,definite,tempeste
noun,weather,the thunder,sound during a storm,il tuono,TWOH-noh,singular,,masculine,1,noun,,The thunder is loud.,Il tuono è forte.,fragore,definite,tuono
noun,weather,thunder,sound during a storm,tuono,TWOH-noh,singular,,masculine,1,noun,,Thunder echoes in the valley.,Tuono riecheggia nella valle.,fragore,,tuono
noun,weather,the lightning,flash during a storm,il fulmine,FOOL-mee-neh,singular,,masculine,1,noun,,The lightning is bright.,Il fulmine è luminoso.,lampo,definite,fulmine
noun,weather,lightning,flash during a storm,fulmine,FOOL-mee-neh,singular,,masculine,1,noun,,Lightning strikes a tree.,Fulmine colpisce un albero.,lampo,,fulmine
noun,weather,the fog,thick low cloud,la nebbia,NEHB-byah,singular,,feminine,1,noun,,The fog is thick.,La nebbia è fitta.,bruma,definite,nebbia
noun,weather,fog,thick low cloud,nebbia,NEHB-byah,singular,,feminine,1,noun,,Fog covers the road.,Nebbia copre la strada.,bruma,,nebbia
noun,weather,the mist,light fog,la foschia,FOHS-KEE-ah,singular,,feminine,2,noun,,The mist rises from the river.,La foschia sale dal fiume.,caligine,definite,foschia
noun,weather,mist,light fog,foschia,FOHS-KEE-ah,singular,,feminine,2,noun,,Mist softens the view.,Foschia attenua la vista.,caligine,,foschia
noun,weather,the drizzle,very light rain,la pioggerella,PYOHJ-jeh-REL-lah,singular,,feminine,2,noun,,The drizzle is gentle.,La pioggerella è leggera.,pioggia leggera,definite,pioggerella
noun,weather,drizzle,very light rain,pioggerella,PYOHJ-jeh-REL-lah,singular,,feminine,2,noun,,Drizzle dampens the pavement.,Pioggerella bagna il marciapiede.,pioggia leggera,,pioggerella
noun,weather,the hail,frozen rain pellets,la grandine,GRAN-dee-neh,singular,,feminine,2,noun,,The hail damages cars.,La grandine danneggia le auto.,chicchi di ghiaccio,definite,grandine
noun,weather,hail,frozen rain pellets,grandine,GRAN-dee-neh,singular,,feminine,2,noun,,Hail falls suddenly.,Grandine cade all'improvviso.,chicchi di ghiaccio,,grandine
noun,weather,the breeze,light wind,la brezza,BRET-tsah,singular,,feminine,1,noun,,The breeze is cool.,La brezza è fresca.,venticello,definite,brezza
noun,weather,a breeze,light wind,una brezza,OO-nah BRET-tsah,singular,,feminine,1,noun,,A breeze moves the curtains.,Una brezza muove le tende.,venticello,indefinite,brezza
noun,weather,the breezes,light winds,le brezze,BRET-tseh,plural,,feminine,1,noun,,The breezes smell of the sea.,Le brezze sanno di mare.,venticelli,definite,brezze
noun,weather,the rainbow,colored arc in the sky,l'arcobaleno,ar-koh-bah-LEH-noh,singular,,masculine,2,noun,,The rainbow appears after the rain.,L'arcobaleno appare dopo la pioggia.,iride,definite,arcobaleno
noun,weather,a rainbow,colored arc in the sky,un arcobaleno,oon ar-koh-bah-LEH-noh,singular,,masculine,2,noun,,We saw a rainbow above the hills.,Abbiamo visto un arcobaleno sopra le colline.,iride,indefinite,arcobaleno
noun,weather,the rainbows,colored arcs in the sky,gli arcobaleni,ar-koh-bah-LEH-nee,plural,,masculine,2,noun,,The rainbows light up the sky.,Gli arcobaleni illuminano il cielo.,iridi,definite,arcobaleno
