category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,travel,a ticket,A printed or digital authorization for travel.,un biglietto,oon bee-LYEHT-toh,singular,n/a,masculine,1,noun,n/a,I bought a train ticket.,Ho comprato un biglietto del treno.,"treno, aereo, viaggio",indefinite
noun,travel,the ticket,A printed or digital authorization for travel.,il biglietto,eel bee-LYEHT-toh,singular,n/a,masculine,1,noun,n/a,I bought a train ticket.,Ho comprato un biglietto del treno.,"treno, aereo, viaggio",definite
noun,travel,the tickets,A printed or digital authorization for travel.,i biglietti,ee bee-LYEHT-tee,plural,n/a,masculine,1,noun,n/a,I bought a train ticket.,Ho comprato un biglietto del treno.,"treno, aereo, viaggio",definite
noun,travel,a passport,An official document for international travel.,un passaporto,oon pahs-sah-POHR-toh,singular,n/a,masculine,1,noun,n/a,Do you have your passport?,Hai il tuo passaporto?,"documento, viaggio, identità",indefinite
noun,travel,the passport,An official document for international travel.,il passaporto,eel pahs-sah-POHR-toh,singular,n/a,masculine,1,noun,n/a,Do you have your passport?,Hai il tuo passaporto?,"documento, viaggio, identità",definite
noun,travel,the passports,An official document for international travel.,i passaporti,ee pahs-sah-POHR-tee,plural,n/a,masculine,1,noun,n/a,Do you have your passport?,Hai il tuo passaporto?,"documento, viaggio, identità",definite
noun,travel,a suitcase,A case used for carrying clothes while traveling.,una valigia,OO-nah vah-LEE-jah,singular,n/a,feminine,1,noun,n/a,My suitcase is heavy.,La mia valigia è pesante.,"bagaglio, viaggio, trasporto",indefinite
noun,travel,the suitcase,A case used for carrying clothes while traveling.,la valigia,lah vah-LEE-jah,singular,n/a,feminine,1,noun,n/a,My suitcase is heavy.,La mia valigia è pesante.,"bagaglio, viaggio, trasporto",definite
noun,travel,the suitcases,A case used for carrying clothes while traveling.,le valigie,lay vah-LEE-jeh,plural,n/a,feminine,1,noun,n/a,My suitcase is heavy.,La mia valigia è pesante.,"bagaglio, viaggio, trasporto",definite
noun,travel,a map,A visual representation of an area.,una mappa,OO-nah MAHP-pah,singular,n/a,feminine,1,noun,n/a,I need a map of the city.,Mi serve una mappa della città.,"strada, città, navigazione",indefinite
noun,travel,the map,A visual representation of an area.,la mappa,lah MAHP-pah,singular,n/a,feminine,1,noun,n/a,I need a map of the city.,Mi serve una mappa della città.,"strada, città, navigazione",definite
noun,travel,the maps,A visual representation of an area.,le mappe,lay MAHP-peh,plural,n/a,feminine,1,noun,n/a,I need a map of the city.,Mi serve una mappa della città.,"strada, città, navigazione",definite
noun,travel,a train,A form of transportation running on tracks.,un treno,oon TREH-noh,singular,n/a,masculine,1,noun,n/a,The train is late.,Il treno è in ritardo.,"stazione, binario, viaggio",indefinite
noun,travel,the train,A form of transportation running on tracks.,il treno,eel TREH-noh,singular,n/a,masculine,1,noun,n/a,The train is late.,Il treno è in ritardo.,"stazione, binario, viaggio",definite
noun,travel,the trains,A form of transportation running on tracks.,i treni,ee TREH-nee,plural,n/a,masculine,1,noun,n/a,The train is late.,Il treno è in ritardo.,"stazione, binario, viaggio",definite
noun,travel,a airport,A place where airplanes take off and land.,un aeroporto,oon ah-eh-roh-POR-toh,singular,n/a,masculine,1,noun,n/a,We arrived at the airport early.,Siamo arrivati presto all’aeroporto.,"volo, bagaglio, partenza",indefinite
noun,travel,the airport,A place where airplanes take off and land.,l’aeroporto,lah-eh-roh-POR-toh,singular,n/a,masculine,1,noun,n/a,We arrived at the airport early.,Siamo arrivati presto all’aeroporto.,"volo, bagaglio, partenza",definite
noun,travel,the airports,A place where airplanes take off and land.,gli aeroporti,lyee ah-eh-roh-POR-tee,plural,n/a,masculine,1,noun,n/a,We arrived at the airport early.,Siamo arrivati presto all’aeroporto.,"volo, bagaglio, partenza",definite
noun,travel,a flight,A journey by air.,un volo,oon VOH-loh,singular,n/a,masculine,1,noun,n/a,The flight is delayed.,Il volo è in ritardo.,"aereo, partenza, biglietto",indefinite
noun,travel,the flight,A journey by air.,il volo,eel VOH-loh,singular,n/a,masculine,1,noun,n/a,The flight is delayed.,Il volo è in ritardo.,"aereo, partenza, biglietto",definite
noun,travel,the flights,A journey by air.,i voli,ee VOH-lee,plural,n/a,masculine,1,noun,n/a,The flight is delayed.,Il volo è in ritardo.,"aereo, partenza, biglietto",definite
noun,travel,a hotel,A place where people stay when traveling.,un hotel,oon oh-TEL,singular,n/a,masculine,1,noun,n/a,We checked into the hotel.,Abbiamo fatto il check-in all’hotel.,"camera, prenotazione, accoglienza",indefinite
noun,travel,the hotel,A place where people stay when traveling.,l’hotel,loh-TEL,singular,n/a,masculine,1,noun,n/a,We checked into the hotel.,Abbiamo fatto il check-in all’hotel.,"camera, prenotazione, accoglienza",definite
noun,travel,the hotels,A place where people stay when traveling.,gli hotel,lyee oh-TEL,plural,n/a,masculine,1,noun,n/a,We checked into the hotel.,Abbiamo fatto il check-in all’hotel.,"camera, prenotazione, accoglienza",definite
noun,travel,a reservation,An arrangement to secure a service or space.,una prenotazione,OO-nah preh-noh-tah-TSYOH-neh,singular,n/a,feminine,1,noun,n/a,I made a reservation online.,Ho fatto una prenotazione online.,"hotel, tavolo, viaggio",indefinite
noun,travel,the reservation,An arrangement to secure a service or space.,la prenotazione,lah preh-noh-tah-TSYOH-neh,singular,n/a,feminine,1,noun,n/a,I made a reservation online.,Ho fatto una prenotazione online.,"hotel, tavolo, viaggio",definite
noun,travel,the reservations,An arrangement to secure a service or space.,le prenotazioni,lay preh-noh-tah-TSYOH-nee,plural,n/a,feminine,1,noun,n/a,I made a reservation online.,Ho fatto una prenotazione online.,"hotel, tavolo, viaggio",definite
noun,travel,a bag,A container for carrying personal items.,una borsa,OO-nah BOR-sah,singular,n/a,feminine,1,noun,n/a,She packed her bag.,Ha preparato la sua borsa.,"zaino, valigia, oggetti",indefinite
noun,travel,the bag,A container for carrying personal items.,la borsa,lah BOR-sah,singular,n/a,feminine,1,noun,n/a,She packed her bag.,Ha preparato la sua borsa.,"zaino, valigia, oggetti",definite
noun,travel,the bags,A container for carrying personal items.,le borse,lay BOR-seh,plural,n/a,feminine,1,noun,n/a,She packed her bag.,Ha preparato la sua borsa.,"zaino, valigia, oggetti",definite
