category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
verb,shopping,to buy,To obtain something in exchange for money.,compro,kohm-PRAH-reh,n/a,present,n/a,1,verb,n/a,To buy something from the shop.,,,n/a
verb,shopping,to buy,To obtain something in exchange for money.,ho comprato,kohm-PRAH-reh,n/a,past,n/a,1,verb,n/a,To buy something from the shop.,,,n/a
verb,shopping,to buy,To obtain something in exchange for money.,comprerò,kohm-PRAH-reh,n/a,future,n/a,1,verb,n/a,To buy something from the shop.,,,n/a
verb,shopping,to pay,To give money in exchange for goods or services.,pago,pah-GAH-reh,n/a,present,n/a,1,verb,n/a,To pay something from the shop.,,,n/a
verb,shopping,to pay,To give money in exchange for goods or services.,ho pagato,pah-GAH-reh,n/a,past,n/a,1,verb,n/a,To pay something from the shop.,,,n/a
verb,shopping,to pay,To give money in exchange for goods or services.,pagherò,pah-GAH-reh,n/a,future,n/a,1,verb,n/a,To pay something from the shop.,,,n/a
verb,shopping,to cost,To have a price.,costa,koh-STAH-reh,n/a,present,n/a,1,verb,n/a,To cost something from the shop.,,,n/a
verb,shopping,to cost,To have a price.,è costato/a,koh-STAH-reh,n/a,past,n/a,1,verb,n/a,To cost something from the shop.,,,n/a
verb,shopping,to cost,To have a price.,costerà,koh-STAH-reh,n/a,future,n/a,1,verb,n/a,To cost something from the shop.,,,n/a
verb,shopping,to return,To bring back something bought.,restituisco,reh-stee-too-EE-reh,n/a,present,n/a,1,verb,n/a,To return something from the shop.,,,n/a
verb,shopping,to return,To bring back something bought.,ho restituito,reh-stee-too-EE-reh,n/a,past,n/a,1,verb,n/a,To return something from the shop.,,,n/a
verb,shopping,to return,To bring back something bought.,restituirò,reh-stee-too-EE-reh,n/a,future,n/a,1,verb,n/a,To return something from the shop.,,,n/a
verb,shopping,to spend,To use money to buy something.,spendo,SPEN-deh-reh,n/a,present,n/a,1,verb,n/a,To spend something from the shop.,,,n/a
verb,shopping,to spend,To use money to buy something.,ho speso,SPEN-deh-reh,n/a,past,n/a,1,verb,n/a,To spend something from the shop.,,,n/a
verb,shopping,to spend,To use money to buy something.,spenderò,SPEN-deh-reh,n/a,future,n/a,1,verb,n/a,To spend something from the shop.,,,n/a
verb,shopping,to sell,To give something in exchange for money.,vendo,VEN-deh-reh,n/a,present,n/a,1,verb,n/a,To sell something from the shop.,,,n/a
