category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
adjective,emotion,happy,Feeling or showing pleasure or contentment.,felice,feh-LEE-cheh,singular,n/a,masculine,1,adjective,n/a,She is very happy today.,,,n/a
adjective,emotion,happy,Feeling or showing pleasure or contentment.,felice,feh-LEE-cheh,singular,n/a,feminine,1,adjective,n/a,She is very happy today.,,,n/a
adjective,emotion,happy,Feeling or showing pleasure or contentment.,felici,feh-LEE-cheh,plural,n/a,masculine,1,adjective,n/a,She is very happy today.,,,n/a
adjective,emotion,happy,Feeling or showing pleasure or contentment.,felici,feh-LEE-cheh,plural,n/a,feminine,1,adjective,n/a,She is very happy today.,,,n/a
adjective,emotion,sad,Feeling sorrow or unhappiness.,triste,TREE-steh,singular,n/a,masculine,1,adjective,n/a,She is very sad today.,,,n/a
adjective,emotion,sad,Feeling sorrow or unhappiness.,triste,TREE-steh,singular,n/a,feminine,1,adjective,n/a,She is very sad today.,,,n/a
adjective,emotion,sad,Feeling sorrow or unhappiness.,tristi,TREE-steh,plural,n/a,masculine,1,adjective,n/a,She is very sad today.,,,n/a
adjective,emotion,sad,Feeling sorrow or unhappiness.,tristi,TREE-steh,plural,n/a,feminine,1,adjective,n/a,She is very sad today.,,,n/a
adjective,emotion,angry,Feeling strong annoyance or hostility.,arrabbiato,ahr-rahb-BYAH-toh,singular,n/a,masculine,1,adjective,n/a,She is very angry today.,,,n/a
adjective,emotion,angry,Feeling strong annoyance or hostility.,arrabbiata,ahr-rahb-BYAH-toh,singular,n/a,feminine,1,adjective,n/a,She is very angry today.,,,n/a
adjective,emotion,angry,Feeling strong annoyance or hostility.,arrabbiati,ahr-rahb-BYAH-toh,plural,n/a,masculine,1,adjective,n/a,She is very angry today.,,,n/a
adjective,emotion,angry,Feeling strong annoyance or hostility.,arrabbiate,ahr-rahb-BYAH-toh,plural,n/a,feminine,1,adjective,n/a,She is very angry today.,,,n/a
