category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,fashion,a shirt,A piece of clothing worn on the upper body.,una camicia,OO-nah kah-MEE-chah,singular,n/a,feminine,1,noun,n/a,I bought a new shirt.,Ho comprato una camicia nuova.,"manica, pantaloni, bottoni",indefinite
noun,fashion,the shirt,A piece of clothing worn on the upper body.,la camicia,lah kah-MEE-chah,singular,n/a,feminine,1,noun,n/a,I bought a new shirt.,Ho comprato una camicia nuova.,"manica, pantaloni, bottoni",definite
noun,fashion,the shirts,A piece of clothing worn on the upper body.,le camicie,lay kah-MEE-cheh,plural,n/a,feminine,1,noun,n/a,I bought a new shirt.,Ho comprato una camicia nuova.,"manica, pantaloni, bottoni",definite
noun,fashion,a pants,Clothing worn from the waist to the ankles.,un pantalone,oon pahn-tah-LOH-neh,singular,n/a,masculine,1,noun,n/a,These pants are too long.,Questi pantaloni sono troppo lunghi.,"camicia, cintura, tessuto",indefinite
noun,fashion,the pants,Clothing worn from the waist to the ankles.,il pantalone,eel pahn-tah-LOH-neh,singular,n/a,masculine,1,noun,n/a,These pants are too long.,Questi pantaloni sono troppo lunghi.,"camicia, cintura, tessuto",definite
noun,fashion,the pantss,Clothing worn from the waist to the ankles.,i pantaloni,ee pahn-tah-LOH-nee,plural,n/a,masculine,1,noun,n/a,These pants are too long.,Questi pantaloni sono troppo lunghi.,"camicia, cintura, tessuto",definite
noun,fashion,a dress,A one-piece garment for women.,un vestito,oon veh-STEE-toh,singular,n/a,masculine,1,noun,n/a,She wore a red dress.,Ha indossato un vestito rosso.,"moda, scarpe, abbigliamento",indefinite
noun,fashion,the dress,A one-piece garment for women.,il vestito,eel veh-STEE-toh,singular,n/a,masculine,1,noun,n/a,She wore a red dress.,Ha indossato un vestito rosso.,"moda, scarpe, abbigliamento",definite
noun,fashion,the dresss,A one-piece garment for women.,i vestiti,ee veh-STEE-tee,plural,n/a,masculine,1,noun,n/a,She wore a red dress.,Ha indossato un vestito rosso.,"moda, scarpe, abbigliamento",definite
noun,fashion,a jacket,A short coat.,una giacca,OO-nah JAHK-kah,singular,n/a,feminine,1,noun,n/a,I need a warm jacket.,Mi serve una giacca calda.,"bottoni, tasca, cappotto",indefinite
noun,fashion,the jacket,A short coat.,la giacca,lah JAHK-kah,singular,n/a,feminine,1,noun,n/a,I need a warm jacket.,Mi serve una giacca calda.,"bottoni, tasca, cappotto",definite
noun,fashion,the jackets,A short coat.,le giacche,lay JAHK-keh,plural,n/a,feminine,1,noun,n/a,I need a warm jacket.,Mi serve una giacca calda.,"bottoni, tasca, cappotto",definite
noun,fashion,a coat,An outer garment worn in cold weather.,un cappotto,oon kahp-POHT-toh,singular,n/a,masculine,1,noun,n/a,He took off his coat.,Si è tolto il cappotto.,"freddo, inverno, giacca",indefinite
noun,fashion,the coat,An outer garment worn in cold weather.,il cappotto,eel kahp-POHT-toh,singular,n/a,masculine,1,noun,n/a,He took off his coat.,Si è tolto il cappotto.,"freddo, inverno, giacca",definite
noun,fashion,the coats,An outer garment worn in cold weather.,i cappotti,ee kahp-POHT-tee,plural,n/a,masculine,1,noun,n/a,He took off his coat.,Si è tolto il cappotto.,"freddo, inverno, giacca",definite
noun,fashion,a hat,A covering for the head.,un cappello,oon kahp-PEL-loh,singular,n/a,masculine,1,noun,n/a,She wore a beautiful hat.,Ha indossato un cappello bello.,"testa, sole, moda",indefinite
noun,fashion,the hat,A covering for the head.,il cappello,eel kahp-PEL-loh,singular,n/a,masculine,1,noun,n/a,She wore a beautiful hat.,Ha indossato un cappello bello.,"testa, sole, moda",definite
noun,fashion,the hats,A covering for the head.,i cappelli,ee kahp-PEL-lee,plural,n/a,masculine,1,noun,n/a,She wore a beautiful hat.,Ha indossato un cappello bello.,"testa, sole, moda",definite
noun,fashion,a skirt,A piece of clothing worn from the waist down.,una gonna,OO-nah GON-nah,singular,n/a,feminine,1,noun,n/a,That skirt is stylish.,Quella gonna è elegante.,"vestito, camicetta, scarpe",indefinite
noun,fashion,the skirt,A piece of clothing worn from the waist down.,la gonna,lah GON-nah,singular,n/a,feminine,1,noun,n/a,That skirt is stylish.,Quella gonna è elegante.,"vestito, camicetta, scarpe",definite
noun,fashion,the skirts,A piece of clothing worn from the waist down.,le gonne,lay GON-neh,plural,n/a,feminine,1,noun,n/a,That skirt is stylish.,Quella gonna è elegante.,"vestito, camicetta, scarpe",definite
noun,fashion,a shoes,Footwear to protect or decorate the feet.,una scarpa,OO-nah SCAR-pah,singular,n/a,feminine,1,noun,n/a,My shoes are new.,Le mie scarpe sono nuove.,"piede, calzino, tacco",indefinite
noun,fashion,the shoes,Footwear to protect or decorate the feet.,la scarpa,lah SCAR-pah,singular,n/a,feminine,1,noun,n/a,My shoes are new.,Le mie scarpe sono nuove.,"piede, calzino, tacco",definite
noun,fashion,the shoess,Footwear to protect or decorate the feet.,le scarpe,lay SCAR-peh,plural,n/a,feminine,1,noun,n/a,My shoes are new.,Le mie scarpe sono nuove.,"piede, calzino, tacco",definite
noun,fashion,a tie,A piece of fabric worn around the neck.,una cravatta,OO-nah krah-VAHT-tah,singular,n/a,feminine,2,noun,n/a,He is wearing a tie.,Sta indossando una cravatta.,"colletto, giacca, formale",indefinite
noun,fashion,the tie,A piece of fabric worn around the neck.,la cravatta,lah krah-VAHT-tah,singular,n/a,feminine,2,noun,n/a,He is wearing a tie.,Sta indossando una cravatta.,"colletto, giacca, formale",definite
noun,fashion,the ties,A piece of fabric worn around the neck.,le cravatte,lay krah-VAHT-teh,plural,n/a,feminine,2,noun,n/a,He is wearing a tie.,Sta indossando una cravatta.,"colletto, giacca, formale",definite
noun,fashion,a belt,A band worn around the waist.,una cintura,OO-nah cheen-TOO-rah,singular,n/a,feminine,1,noun,n/a,I need a new belt.,Mi serve una nuova cintura.,"pantaloni, fibia, vita",indefinite
noun,fashion,the belt,A band worn around the waist.,la cintura,lah cheen-TOO-rah,singular,n/a,feminine,1,noun,n/a,I need a new belt.,Mi serve una nuova cintura.,"pantaloni, fibia, vita",definite
noun,fashion,the belts,A band worn around the waist.,le cinture,lay cheen-TOO-reh,plural,n/a,feminine,1,noun,n/a,I need a new belt.,Mi serve una nuova cintura.,"pantaloni, fibia, vita",definite
noun,fashion,a gloves,Coverings for the hands.,un guanto,oon GWAHN-toh,singular,n/a,masculine,2,noun,n/a,I wear gloves in winter.,Indosso i guanti in inverno.,"mani, freddo, inverno",indefinite
noun,fashion,the gloves,Coverings for the hands.,il guanto,eel GWAHN-toh,singular,n/a,masculine,2,noun,n/a,I wear gloves in winter.,Indosso i guanti in inverno.,"mani, freddo, inverno",definite
noun,fashion,the glovess,Coverings for the hands.,i guanti,ee GWAHN-tee,plural,n/a,masculine,2,noun,n/a,I wear gloves in winter.,Indosso i guanti in inverno.,"mani, freddo, inverno",definite
noun,fashion,a socks,Garments worn on the feet inside shoes.,un calzino,oon kahl-TSEE-noh,singular,n/a,masculine,1,noun,n/a,He lost one sock.,Ha perso un calzino.,"scarpa, cotone, piede",indefinite
noun,fashion,the socks,Garments worn on the feet inside shoes.,il calzino,eel kahl-TSEE-noh,singular,n/a,masculine,1,noun,n/a,He lost one sock.,Ha perso un calzino.,"scarpa, cotone, piede",definite
noun,fashion,the sockss,Garments worn on the feet inside shoes.,i calzini,ee kahl-TSEE-nee,plural,n/a,masculine,1,noun,n/a,He lost one sock.,Ha perso un calzino.,"scarpa, cotone, piede",definite
