category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,directions,a street,A road in a city or town.,una strada,OO-nah STRAH-dah,singular,n/a,feminine,1,noun,n/a,The street is very busy.,La strada è molto trafficata.,"via, marciapiede, incrocio",indefinite
noun,directions,the street,A road in a city or town.,la strada,lah STRAH-dah,singular,n/a,feminine,1,noun,n/a,The street is very busy.,La strada è molto trafficata.,"via, marciapiede, incrocio",definite
noun,directions,the streets,A road in a city or town.,le strade,lay STRAH-deh,plural,n/a,feminine,1,noun,n/a,The street is very busy.,La strada è molto trafficata.,"via, marciapiede, incrocio",definite
noun,directions,a road,A long surface built for vehicles to travel on.,una via,OO-nah VEE-ah,singular,n/a,feminine,1,noun,n/a,This road leads to the city center.,Questa via porta al centro.,"strada, automobile, cammino",indefinite
noun,directions,the road,A long surface built for vehicles to travel on.,la via,lah VEE-ah,singular,n/a,feminine,1,noun,n/a,This road leads to the city center.,Questa via porta al centro.,"strada, automobile, cammino",definite
noun,directions,the roads,A long surface built for vehicles to travel on.,le vie,lay VEE-eh,plural,n/a,feminine,1,noun,n/a,This road leads to the city center.,Questa via porta al centro.,"strada, automobile, cammino",definite
noun,directions,a intersection,A place where two or more roads cross.,un incrocio,oon een-KROH-choh,singular,n/a,masculine,2,noun,n/a,Turn left at the intersection.,Gira a sinistra all’incrocio.,"strada, semaforo, angolo",indefinite
noun,directions,the intersection,A place where two or more roads cross.,l’incrocio,leen-KROH-choh,singular,n/a,masculine,2,noun,n/a,Turn left at the intersection.,Gira a sinistra all’incrocio.,"strada, semaforo, angolo",definite
noun,directions,the intersections,A place where two or more roads cross.,gli incroci,lyee een-KROH-chee,plural,n/a,masculine,2,noun,n/a,Turn left at the intersection.,Gira a sinistra all’incrocio.,"strada, semaforo, angolo",definite
noun,directions,a corner,The point where two streets meet.,un angolo,oon AHN-goh-loh,singular,n/a,masculine,2,noun,n/a,There’s a café on the corner.,C’è un bar all’angolo.,"incrocio, marciapiede, curva",indefinite
noun,directions,the corner,The point where two streets meet.,l’angolo,lahn-GOH-loh,singular,n/a,masculine,2,noun,n/a,There’s a café on the corner.,C’è un bar all’angolo.,"incrocio, marciapiede, curva",definite
noun,directions,the corners,The point where two streets meet.,gli angoli,lyee AHN-goh-lee,plural,n/a,masculine,2,noun,n/a,There’s a café on the corner.,C’è un bar all’angolo.,"incrocio, marciapiede, curva",definite
noun,directions,a map,A diagram representing an area.,una mappa,OO-nah MAHP-pah,singular,n/a,feminine,1,noun,n/a,I’m looking at the map.,Sto guardando la mappa.,"strada, cartina, navigazione",indefinite
noun,directions,the map,A diagram representing an area.,la mappa,lah MAHP-pah,singular,n/a,feminine,1,noun,n/a,I’m looking at the map.,Sto guardando la mappa.,"strada, cartina, navigazione",definite
noun,directions,the maps,A diagram representing an area.,le mappe,lay MAHP-peh,plural,n/a,feminine,1,noun,n/a,I’m looking at the map.,Sto guardando la mappa.,"strada, cartina, navigazione",definite
noun,directions,a sign,A board giving information or directions.,un cartello,oon kar-TEL-loh,singular,n/a,masculine,1,noun,n/a,Look at the sign for directions.,Guarda il cartello per le indicazioni.,"indicazione, strada, direzione",indefinite
noun,directions,the sign,A board giving information or directions.,il cartello,eel kar-TEL-loh,singular,n/a,masculine,1,noun,n/a,Look at the sign for directions.,Guarda il cartello per le indicazioni.,"indicazione, strada, direzione",definite
noun,directions,the signs,A board giving information or directions.,i cartelli,ee kar-TEL-lee,plural,n/a,masculine,1,noun,n/a,Look at the sign for directions.,Guarda il cartello per le indicazioni.,"indicazione, strada, direzione",definite
noun,directions,a traffic light,A signal to control traffic.,un semaforo,oon seh-MAH-foh-roh,singular,n/a,masculine,1,noun,n/a,Stop at the traffic light.,Fermati al semaforo.,"rosso, verde, incrocio",indefinite
