category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,places,a school,A place where people go to learn.,una scuola,OO-nah SKWOH-lah,singular,n/a,feminine,1,noun,n/a,The school is near the hotel.,La scuola è vicino all'hotel.,"università, insegnante, classe",indefinite
noun,places,the school,A place where people go to learn.,la scuola,lah SKWOH-lah,singular,n/a,feminine,1,noun,n/a,The school is near the hotel.,La scuola è vicino all'hotel.,"università, insegnante, classe",definite
noun,places,the schools,A place where people go to learn.,le scuole,lay SKWOH-leh,plural,n/a,feminine,1,noun,n/a,The school is near the hotel.,La scuola è vicino all'hotel.,"università, insegnante, classe",definite
noun,places,a restaurant,A place where people go to eat meals.,un ristorante,oon ree-stoh-RAHN-teh,singular,n/a,masculine,1,noun,n/a,We are going to the restaurant.,Andiamo al ristorante.,"cucina, cameriere, menu",indefinite
noun,places,the restaurant,A place where people go to eat meals.,il ristorante,eel ree-stoh-RAHN-teh,singular,n/a,masculine,1,noun,n/a,We are going to the restaurant.,Andiamo al ristorante.,"cucina, cameriere, menu",definite
noun,places,the restaurants,A place where people go to eat meals.,i ristoranti,ee ree-stoh-RAHN-tee,plural,n/a,masculine,1,noun,n/a,We are going to the restaurant.,Andiamo al ristorante.,"cucina, cameriere, menu",definite
noun,places,a airport,A place where airplanes take off and land.,un aeroporto,oon ah-eh-roh-POR-toh,singular,n/a,masculine,2,noun,n/a,The airport is very big.,L'aeroporto è molto grande.,"volo, bagaglio, check-in",indefinite
noun,places,the airport,A place where airplanes take off and land.,l'aeroporto,lah-eh-roh-POR-toh,singular,n/a,masculine,2,noun,n/a,The airport is very big.,L'aeroporto è molto grande.,"volo, bagaglio, check-in",definite
noun,places,the airports,A place where airplanes take off and land.,gli aeroporti,lyee ah-eh-roh-POR-tee,plural,n/a,masculine,2,noun,n/a,The airport is very big.,L'aeroporto è molto grande.,"volo, bagaglio, check-in",definite
noun,places,a hospital,A place where sick or injured people receive medical treatment.,un ospedale,oon oh-speh-DAH-leh,singular,n/a,masculine,1,noun,n/a,The hospital is open all night.,L'ospedale è aperto tutta la notte.,"clinica, medico, ambulanza",indefinite
noun,places,the hospital,A place where sick or injured people receive medical treatment.,l'ospedale,loh-speh-DAH-leh,singular,n/a,masculine,1,noun,n/a,The hospital is open all night.,L'ospedale è aperto tutta la notte.,"clinica, medico, ambulanza",definite
noun,places,the hospitals,A place where sick or injured people receive medical treatment.,gli ospedali,lyee oh-speh-DAH-lee,plural,n/a,masculine,1,noun,n/a,The hospital is open all night.,L'ospedale è aperto tutta la notte.,"clinica, medico, ambulanza",definite
noun,places,a hotel,A place where people stay when traveling.,un hotel,oon oh-TEL,singular,n/a,masculine,1,noun,n/a,We have a reservation at the hotel.,Abbiamo una prenotazione all'hotel.,"camera, reception, prenotazione",indefinite
noun,places,the hotel,A place where people stay when traveling.,l'hotel,loh-TEL,singular,n/a,masculine,1,noun,n/a,We have a reservation at the hotel.,Abbiamo una prenotazione all'hotel.,"camera, reception, prenotazione",definite
noun,places,the hotels,A place where people stay when traveling.,gli hotel,lyee oh-TEL,plural,n/a,masculine,1,noun,n/a,We have a reservation at the hotel.,Abbiamo una prenotazione all'hotel.,"camera, reception, prenotazione",definite
noun,places,a park,An open space for recreation or nature.,un parco,oon PAR-koh,singular,n/a,masculine,1,noun,n/a,Let's walk in the park.,Facciamo una passeggiata nel parco.,"giardino, albero, panchina",indefinite
noun,places,the park,An open space for recreation or nature.,il parco,eel PAR-koh,singular,n/a,masculine,1,noun,n/a,Let's walk in the park.,Facciamo una passeggiata nel parco.,"giardino, albero, panchina",definite
noun,places,the parks,An open space for recreation or nature.,i parchi,ee PAR-kee,plural,n/a,masculine,1,noun,n/a,Let's walk in the park.,Facciamo una passeggiata nel parco.,"giardino, albero, panchina",definite
noun,places,a bank,A place where people keep or manage money.,una banca,OO-nah BAHN-kah,singular,n/a,feminine,2,noun,n/a,The bank closes at 5 PM.,La banca chiude alle 17.,"soldi, conto, sportello",indefinite
noun,places,the bank,A place where people keep or manage money.,la banca,lah BAHN-kah,singular,n/a,feminine,2,noun,n/a,The bank closes at 5 PM.,La banca chiude alle 17.,"soldi, conto, sportello",definite
noun,places,the banks,A place where people keep or manage money.,le banche,lay BAHN-keh,plural,n/a,feminine,2,noun,n/a,The bank closes at 5 PM.,La banca chiude alle 17.,"soldi, conto, sportello",definite
noun,places,a train station,A place where trains arrive and depart.,una stazione,OO-nah stah-TSYOH-neh,singular,n/a,feminine,1,noun,n/a,I am at the train station.,Sono alla stazione.,"binario, biglietto, treno",indefinite
noun,places,the train station,A place where trains arrive and depart.,la stazione,lah stah-TSYOH-neh,singular,n/a,feminine,1,noun,n/a,I am at the train station.,Sono alla stazione.,"binario, biglietto, treno",definite
noun,places,the train stations,A place where trains arrive and depart.,le stazioni,lay stah-TSYOH-nee,plural,n/a,feminine,1,noun,n/a,I am at the train station.,Sono alla stazione.,"binario, biglietto, treno",definite
noun,places,a beach,A sandy or pebbly shore by the ocean or sea.,una spiaggia,OO-nah SPYAH-jah,singular,n/a,feminine,1,noun,n/a,We are going to the beach.,Andiamo alla spiaggia.,"mare, telo, sole",indefinite
noun,places,the beach,A sandy or pebbly shore by the ocean or sea.,la spiaggia,lah SPYAH-jah,singular,n/a,feminine,1,noun,n/a,We are going to the beach.,Andiamo alla spiaggia.,"mare, telo, sole",definite
noun,places,the beachs,A sandy or pebbly shore by the ocean or sea.,le spiagge,lay SPYAH-jeh,plural,n/a,feminine,1,noun,n/a,We are going to the beach.,Andiamo alla spiaggia.,"mare, telo, sole",definite
noun,places,a museum,A place where historical or artistic items are displayed.,un museo,oon moo-ZEH-oh,singular,n/a,masculine,2,noun,n/a,The museum is interesting.,Il museo è interessante.,"arte, storia, esposizione",indefinite
noun,places,the museum,A place where historical or artistic items are displayed.,il museo,eel moo-ZEH-oh,singular,n/a,masculine,2,noun,n/a,The museum is interesting.,Il museo è interessante.,"arte, storia, esposizione",definite
noun,places,the museums,A place where historical or artistic items are displayed.,i musei,ee moo-ZEH-ee,plural,n/a,masculine,2,noun,n/a,The museum is interesting.,Il museo è interessante.,"arte, storia, esposizione",definite
noun,places,a church,A building used for Christian worship.,una chiesa,OO-nah KYEH-zah,singular,n/a,feminine,2,noun,n/a,She is at the church.,Lei è in chiesa.,"preghiera, campana, messa",indefinite
noun,places,the church,A building used for Christian worship.,la chiesa,lah KYEH-zah,singular,n/a,feminine,2,noun,n/a,She is at the church.,Lei è in chiesa.,"preghiera, campana, messa",definite
noun,places,the churchs,A building used for Christian worship.,le chiese,lay KYEH-zeh,plural,n/a,feminine,2,noun,n/a,She is at the church.,Lei è in chiesa.,"preghiera, campana, messa",definite
noun,places,a supermarket,A large store where people buy food and goods.,un supermercato,oon soo-pehr-mehr-KAH-toh,singular,n/a,masculine,1,noun,n/a,I need to go to the supermarket.,Devo andare al supermercato.,"spesa, carrello, cassiere",indefinite
noun,places,the supermarket,A large store where people buy food and goods.,il supermercato,eel soo-pehr-mehr-KAH-toh,singular,n/a,masculine,1,noun,n/a,I need to go to the supermarket.,Devo andare al supermercato.,"spesa, carrello, cassiere",definite
noun,places,the supermarkets,A large store where people buy food and goods.,i supermercati,ee soo-pehr-mehr-KAH-tee,plural,n/a,masculine,1,noun,n/a,I need to go to the supermarket.,Devo andare al supermercato.,"spesa, carrello, cassiere",definite
noun,places,a store,A place where things are sold.,un negozio,oon neh-GOHT-tsyo,singular,n/a,masculine,1,noun,n/a,The store is closed today.,Il negozio è chiuso oggi.,"vendita, prodotti, commesso",indefinite
noun,places,the store,A place where things are sold.,il negozio,eel neh-GOHT-tsyo,singular,n/a,masculine,1,noun,n/a,The store is closed today.,Il negozio è chiuso oggi.,"vendita, prodotti, commesso",definite
noun,places,the stores,A place where things are sold.,i negozi,ee neh-GOHT-tsyee,plural,n/a,masculine,1,noun,n/a,The store is closed today.,Il negozio è chiuso oggi.,"vendita, prodotti, commesso",definite
noun,places,a university,A place for higher education and research.,un'università,oon oo-nee-vehr-see-TAH,singular,n/a,feminine,1,noun,n/a,She studies at the university.,Studia all'università.,"studente, lezione, facoltà",indefinite
noun,places,the university,A place for higher education and research.,l'università,looh-nee-vehr-see-TAH,singular,n/a,feminine,1,noun,n/a,She studies at the university.,Studia all'università.,"studente, lezione, facoltà",definite
noun,places,the universitys,A place for higher education and research.,le università,lay oo-nee-vehr-see-TAH,plural,n/a,feminine,1,noun,n/a,She studies at the university.,Studia all'università.,"studente, lezione, facoltà",definite
noun,places,a library,A place where people borrow and read books.,una biblioteca,OO-nah bee-blee-oh-TEH-kah,singular,n/a,feminine,2,noun,n/a,The library is very quiet.,La biblioteca è molto silenziosa.,"libro, lettura, studente",indefinite
noun,places,the library,A place where people borrow and read books.,la biblioteca,lah bee-blee-oh-TEH-kah,singular,n/a,feminine,2,noun,n/a,The library is very quiet.,La biblioteca è molto silenziosa.,"libro, lettura, studente",definite
noun,places,the librarys,A place where people borrow and read books.,le biblioteche,lay bee-blee-oh-TEH-keh,plural,n/a,feminine,2,noun,n/a,The library is very quiet.,La biblioteca è molto silenziosa.,"libro, lettura, studente",definite
noun,places,a cinema,A place where people watch movies.,un cinema,oon CHEE-neh-mah,singular,n/a,masculine,1,noun,n/a,We are going to the cinema.,Andiamo al cinema.,"film, biglietto, schermo",indefinite
noun,places,the cinema,A place where people watch movies.,il cinema,eel CHEE-neh-mah,singular,n/a,masculine,1,noun,n/a,We are going to the cinema.,Andiamo al cinema.,"film, biglietto, schermo",definite
noun,places,the cinemas,A place where people watch movies.,i cinema,ee CHEE-neh-mah,plural,n/a,masculine,1,noun,n/a,We are going to the cinema.,Andiamo al cinema.,"film, biglietto, schermo",definite
noun,places,a pharmacy,A place where medicine is sold.,una farmacia,OO-nah fahr-mah-CHEE-ah,singular,n/a,feminine,1,noun,n/a,Is there a pharmacy nearby?,C'è una farmacia qui vicino?,"medicina, ricetta, pillola",indefinite
noun,places,the pharmacy,A place where medicine is sold.,la farmacia,lah fahr-mah-CHEE-ah,singular,n/a,feminine,1,noun,n/a,Is there a pharmacy nearby?,C'è una farmacia qui vicino?,"medicina, ricetta, pillola",definite
noun,places,the pharmacys,A place where medicine is sold.,le farmacie,lay fahr-mah-CHEE-eh,plural,n/a,feminine,1,noun,n/a,Is there a pharmacy nearby?,C'è una farmacia qui vicino?,"medicina, ricetta, pillola",definite
noun,places,a bus station,A place where buses pick up and drop off passengers.,una stazione degli autobus,OO-nah stah-TSYOH-neh DEHL-yee OW-too-boos,singular,n/a,feminine,2,noun,n/a,The bus station is crowded.,La stazione degli autobus è affollata.,"autobus, partenza, fermata",indefinite
noun,places,the bus station,A place where buses pick up and drop off passengers.,la stazione degli autobus,lah stah-TSYOH-neh DEHL-yee OW-too-boos,singular,n/a,feminine,2,noun,n/a,The bus station is crowded.,La stazione degli autobus è affollata.,"autobus, partenza, fermata",definite
noun,places,the bus stations,A place where buses pick up and drop off passengers.,le stazioni degli autobus,lay stah-TSYOH-nee DEHL-yee OW-too-boos,plural,n/a,feminine,2,noun,n/a,The bus station is crowded.,La stazione degli autobus è affollata.,"autobus, partenza, fermata",definite
noun,places,a market,"A place where goods are sold, often outdoors.",un mercato,oon mehr-KAH-toh,singular,n/a,masculine,2,noun,n/a,We visited the local market.,Abbiamo visitato il mercato locale.,"vendita, cibo, bancarella",indefinite
noun,places,the market,"A place where goods are sold, often outdoors.",il mercato,eel mehr-KAH-toh,singular,n/a,masculine,2,noun,n/a,We visited the local market.,Abbiamo visitato il mercato locale.,"vendita, cibo, bancarella",definite
noun,places,the markets,"A place where goods are sold, often outdoors.",i mercati,ee mehr-KAH-tee,plural,n/a,masculine,2,noun,n/a,We visited the local market.,Abbiamo visitato il mercato locale.,"vendita, cibo, bancarella",definite
noun,places,a bar,A place where drinks are served.,un bar,oon bahr,singular,n/a,masculine,1,noun,n/a,Let's meet at the bar.,Incontriamoci al bar.,"bevanda, aperitivo, tavolo",indefinite
noun,places,the bar,A place where drinks are served.,il bar,eel bahr,singular,n/a,masculine,1,noun,n/a,Let's meet at the bar.,Incontriamoci al bar.,"bevanda, aperitivo, tavolo",definite
noun,places,the bars,A place where drinks are served.,i bar,ee bahr,plural,n/a,masculine,1,noun,n/a,Let's meet at the bar.,Incontriamoci al bar.,"bevanda, aperitivo, tavolo",definite
noun,places,a bridge,A structure built to cross a river or road.,un ponte,oon PON-teh,singular,n/a,masculine,3,noun,n/a,They walked across the bridge.,Hanno attraversato il ponte.,"strada, fiume, attraversare",indefinite
noun,places,the bridge,A structure built to cross a river or road.,il ponte,eel PON-teh,singular,n/a,masculine,3,noun,n/a,They walked across the bridge.,Hanno attraversato il ponte.,"strada, fiume, attraversare",definite
noun,places,the bridges,A structure built to cross a river or road.,i ponti,ee PON-tee,plural,n/a,masculine,3,noun,n/a,They walked across the bridge.,Hanno attraversato il ponte.,"strada, fiume, attraversare",definite
noun,places,a bakery,A place where bread and cakes are made and sold.,una panetteria,OO-nah pah-net-teh-REE-ah,singular,n/a,feminine,2,noun,n/a,The bakery smells delicious.,La panetteria ha un buon profumo.,"pane, forno, pasticcino",indefinite
noun,places,the bakery,A place where bread and cakes are made and sold.,la panetteria,lah pah-net-teh-REE-ah,singular,n/a,feminine,2,noun,n/a,The bakery smells delicious.,La panetteria ha un buon profumo.,"pane, forno, pasticcino",definite
noun,places,the bakerys,A place where bread and cakes are made and sold.,le panetterie,lay pah-net-teh-REE-eh,plural,n/a,feminine,2,noun,n/a,The bakery smells delicious.,La panetteria ha un buon profumo.,"pane, forno, pasticcino",definite
noun,places,a gas station,A place where fuel is sold for vehicles.,una stazione di servizio,OO-nah stah-TSYOH-neh dee sehr-VEET-syo,singular,n/a,feminine,2,noun,n/a,We stopped at the gas station.,Ci siamo fermati alla stazione di servizio.,"benzina, auto, pompa",indefinite
