category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
adjective,temperature,hot,Having a high degree of heat or warmth.,caldo,KAHL-doh,singular,n/a,masculine,1,adjective,n/a,The weather is hot.,,,n/a
adjective,temperature,hot,Having a high degree of heat or warmth.,calda,KAHL-doh,singular,n/a,feminine,1,adjective,n/a,The weather is hot.,,,n/a
adjective,temperature,hot,Having a high degree of heat or warmth.,caldi,KAHL-doh,plural,n/a,masculine,1,adjective,n/a,The weather is hot.,,,n/a
adjective,temperature,hot,Having a high degree of heat or warmth.,calde,KAHL-doh,plural,n/a,feminine,1,adjective,n/a,The weather is hot.,,,n/a
adjective,temperature,cold,Having a low temperature.,freddo,FREHD-doh,singular,n/a,masculine,1,adjective,n/a,The weather is cold.,,,n/a
adjective,temperature,cold,Having a low temperature.,fredda,FREHD-doh,singular,n/a,feminine,1,adjective,n/a,The weather is cold.,,,n/a
adjective,temperature,cold,Having a low temperature.,freddi,FREHD-doh,plural,n/a,masculine,1,adjective,n/a,The weather is cold.,,,n/a
adjective,temperature,cold,Having a low temperature.,fredde,FREHD-doh,plural,n/a,feminine,1,adjective,n/a,The weather is cold.,,,n/a
adjective,temperature,warm,Moderately hot.,tiepido,TYEH-pee-doh,singular,n/a,masculine,1,adjective,n/a,The weather is warm.,,,n/a
adjective,temperature,warm,Moderately hot.,tiepida,TYEH-pee-doh,singular,n/a,feminine,1,adjective,n/a,The weather is warm.,,,n/a
adjective,temperature,warm,Moderately hot.,tiepidi,TYEH-pee-doh,plural,n/a,masculine,1,adjective,n/a,The weather is warm.,,,n/a
adjective,temperature,warm,Moderately hot.,tiepide,TYEH-pee-doh,plural,n/a,feminine,1,adjective,n/a,The weather is warm.,,,n/a
adjective,temperature,cool,Slightly cold in a pleasant way.,fresco,FREHS-koh,singular,n/a,masculine,1,adjective,n/a,The weather is cool.,,,n/a
adjective,temperature,cool,Slightly cold in a pleasant way.,fresca,FREHS-koh,singular,n/a,feminine,1,adjective,n/a,The weather is cool.,,,n/a
adjective,temperature,cool,Slightly cold in a pleasant way.,freschi,FREHS-koh,plural,n/a,masculine,1,adjective,n/a,The weather is cool.,,,n/a
adjective,temperature,cool,Slightly cold in a pleasant way.,fresche,FREHS-koh,plural,n/a,feminine,1,adjective,n/a,The weather is cool.,,,n/a
adjective,temperature,chilly,Uncomfortably or unpleasantly cold.,gelido,JEH-lee-doh,singular,n/a,masculine,1,adjective,n/a,The weather is chilly.,,,n/a
adjective,temperature,chilly,Uncomfortably or unpleasantly cold.,gelida,JEH-lee-doh,singular,n/a,feminine,1,adjective,n/a,The weather is chilly.,,,n/a
adjective,temperature,chilly,Uncomfortably or unpleasantly cold.,gelidi,JEH-lee-doh,plural,n/a,masculine,1,adjective,n/a,The weather is chilly.,,,n/a
adjective,temperature,chilly,Uncomfortably or unpleasantly cold.,gelide,JEH-lee-doh,plural,n/a,feminine,1,adjective,n/a,The weather is chilly.,,,n/a
adjective,temperature,boiling,Extremely hot.,bollente,bohl-LEHN-teh,singular,n/a,masculine,1,adjective,n/a,The weather is boiling.,,,n/a
adjective,temperature,boiling,Extremely hot.,bollente,bohl-LEHN-teh,singular,n/a,feminine,1,adjective,n/a,The weather is boiling.,,,n/a
adjective,temperature,boiling,Extremely hot.,bollenti,bohl-LEHN-teh,plural,n/a,masculine,1,adjective,n/a,The weather is boiling.,,,n/a
adjective,temperature,boiling,Extremely hot.,bollenti,bohl-LEHN-teh,plural,n/a,feminine,1,adjective,n/a,The weather is boiling.,,,n/a
adjective,temperature,freezing,Extremely cold.,ghiacciato,gyahch-CHAH-toh,singular,n/a,masculine,1,adjective,n/a,The weather is freezing.,,,n/a
adjective,temperature,freezing,Extremely cold.,ghiacciata,gyahch-CHAH-toh,singular,n/a,feminine,1,adjective,n/a,The weather is freezing.,,,n/a
adjective,temperature,freezing,Extremely cold.,ghiacciati,gyahch-CHAH-toh,plural,n/a,masculine,1,adjective,n/a,The weather is freezing.,,,n/a
adjective,temperature,freezing,Extremely cold.,ghiacciate,gyahch-CHAH-toh,plural,n/a,feminine,1,adjective,n/a,The weather is freezing.,,,n/a
adjective,temperature,lukewarm,Slightly warm; tepid.,tiepido,TYEH-pee-doh,singular,n/a,masculine,1,adjective,n/a,The weather is lukewarm.,,,n/a
adjective,temperature,lukewarm,Slightly warm; tepid.,tiepida,TYEH-pee-doh,singular,n/a,feminine,1,adjective,n/a,The weather is lukewarm.,,,n/a
adjective,temperature,lukewarm,Slightly warm; tepid.,tiepidi,TYEH-pee-doh,plural,n/a,masculine,1,adjective,n/a,The weather is lukewarm.,,,n/a
adjective,temperature,lukewarm,Slightly warm; tepid.,tiepide,TYEH-pee-doh,plural,n/a,feminine,1,adjective,n/a,The weather is lukewarm.,,,n/a
adjective,temperature,burning,So hot as to cause pain.,rovente,roh-VEHN-teh,singular,n/a,masculine,1,adjective,n/a,The weather is burning.,,,n/a
adjective,temperature,burning,So hot as to cause pain.,rovente,roh-VEHN-teh,singular,n/a,feminine,1,adjective,n/a,The weather is burning.,,,n/a
