category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,dining,a plate,A flat dish used for serving food.,un piatto,oon PYAHT-toh,singular,n/a,masculine,1,noun,n/a,The plate is on the table.,Il piatto è sul tavolo.,"cucina, ceramica, forchetta",indefinite
noun,dining,the plate,A flat dish used for serving food.,il piatto,eel PYAHT-toh,singular,n/a,masculine,1,noun,n/a,The plate is on the table.,Il piatto è sul tavolo.,"cucina, ceramica, forchetta",definite
noun,dining,the plates,A flat dish used for serving food.,i piatti,ee PYAHT-tee,plural,n/a,masculine,1,noun,n/a,The plate is on the table.,Il piatto è sul tavolo.,"cucina, ceramica, forchetta",definite
noun,dining,a glass,A container used for drinking liquids.,un bicchiere,oon beek-KYEH-reh,singular,n/a,masculine,1,noun,n/a,I need a glass of water.,Ho bisogno di un bicchiere d'acqua.,"vino, acqua, brindisi",indefinite
noun,dining,the glass,A container used for drinking liquids.,il bicchiere,eel beek-KYEH-reh,singular,n/a,masculine,1,noun,n/a,I need a glass of water.,Ho bisogno di un bicchiere d'acqua.,"vino, acqua, brindisi",definite
noun,dining,the glasss,A container used for drinking liquids.,i bicchieri,ee beek-KYEH-ree,plural,n/a,masculine,1,noun,n/a,I need a glass of water.,Ho bisogno di un bicchiere d'acqua.,"vino, acqua, brindisi",definite
noun,dining,a fork,A utensil with prongs used to eat food.,una forchetta,OO-nah for-KEHT-tah,singular,n/a,feminine,1,noun,n/a,Where is my fork?,Dov'è la mia forchetta?,"cucchiaio, coltello, piatto",indefinite
noun,dining,the fork,A utensil with prongs used to eat food.,la forchetta,lah for-KEHT-tah,singular,n/a,feminine,1,noun,n/a,Where is my fork?,Dov'è la mia forchetta?,"cucchiaio, coltello, piatto",definite
noun,dining,the forks,A utensil with prongs used to eat food.,le forchette,lay for-KEHT-teh,plural,n/a,feminine,1,noun,n/a,Where is my fork?,Dov'è la mia forchetta?,"cucchiaio, coltello, piatto",definite
noun,dining,a knife,A utensil used for cutting food.,un coltello,oon kol-TEL-loh,singular,n/a,masculine,1,noun,n/a,Be careful with the knife.,Fai attenzione al coltello.,"tagliare, forchetta, carne",indefinite
noun,dining,the knife,A utensil used for cutting food.,il coltello,eel kol-TEL-loh,singular,n/a,masculine,1,noun,n/a,Be careful with the knife.,Fai attenzione al coltello.,"tagliare, forchetta, carne",definite
noun,dining,the knifes,A utensil used for cutting food.,i coltelli,ee kol-TEL-lee,plural,n/a,masculine,1,noun,n/a,Be careful with the knife.,Fai attenzione al coltello.,"tagliare, forchetta, carne",definite
noun,dining,a spoon,A utensil used to scoop food or liquids.,un cucchiaio,oon koo-KYAI-yoh,singular,n/a,masculine,1,noun,n/a,I need a spoon for the soup.,Mi serve un cucchiaio per la zuppa.,"zuppa, forchetta, tavola",indefinite
noun,dining,the spoon,A utensil used to scoop food or liquids.,il cucchiaio,eel koo-KYAI-yoh,singular,n/a,masculine,1,noun,n/a,I need a spoon for the soup.,Mi serve un cucchiaio per la zuppa.,"zuppa, forchetta, tavola",definite
noun,dining,the spoons,A utensil used to scoop food or liquids.,i cucchiai,ee koo-KYAI-ee,plural,n/a,masculine,1,noun,n/a,I need a spoon for the soup.,Mi serve un cucchiaio per la zuppa.,"zuppa, forchetta, tavola",definite
noun,dining,a napkin,A piece of cloth or paper used for wiping the mouth.,un tovagliolo,oon toh-vahl-YOH-loh,singular,n/a,masculine,2,noun,n/a,"Use a napkin, please.","Usa un tovagliolo, per favore.","tovaglia, bocca, tavolo",indefinite
noun,dining,the napkin,A piece of cloth or paper used for wiping the mouth.,il tovagliolo,eel toh-vahl-YOH-loh,singular,n/a,masculine,2,noun,n/a,"Use a napkin, please.","Usa un tovagliolo, per favore.","tovaglia, bocca, tavolo",definite
noun,dining,the napkins,A piece of cloth or paper used for wiping the mouth.,i tovaglioli,ee toh-vahl-YOH-lee,plural,n/a,masculine,2,noun,n/a,"Use a napkin, please.","Usa un tovagliolo, per favore.","tovaglia, bocca, tavolo",definite
noun,dining,a table,A piece of furniture where people eat meals.,un tavolo,oon TAH-voh-loh,singular,n/a,masculine,1,noun,n/a,The table is ready.,Il tavolo è pronto.,"sedia, piatto, ristorante",indefinite
