category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,general,a thing,"An object, idea, or situation that is not specifically named.",una cosa,OO-nah KOH-zah,singular,n/a,feminine,1,noun,n/a,This is a thing I need.,Questa è una cosa che mi serve.,"oggetto, elemento",indefinite
noun,general,the thing,"An object, idea, or situation that is not specifically named.",la cosa,lah KOH-zah,singular,n/a,feminine,1,noun,n/a,This is a thing I need.,Questa è una cosa che mi serve.,"oggetto, elemento",definite
noun,general,the things,"An object, idea, or situation that is not specifically named.",le cose,leh KOH-zeh,plural,n/a,feminine,1,noun,n/a,This is a thing I need.,Questa è una cosa che mi serve.,"oggetto, elemento",definite
noun,general,a idea,A thought or suggestion.,un'idea,oon ee-DEH-ah,singular,n/a,feminine,1,noun,n/a,That's a good idea.,È una buona idea.,"pensiero, concetto",indefinite
noun,general,the idea,A thought or suggestion.,l'idea,lee-DEH-ah,singular,n/a,feminine,1,noun,n/a,That's a good idea.,È una buona idea.,"pensiero, concetto",definite
noun,general,the ideas,A thought or suggestion.,le idee,leh ee-DEH-eh,plural,n/a,feminine,1,noun,n/a,That's a good idea.,È una buona idea.,"pensiero, concetto",definite
noun,general,a problem,A matter or situation regarded as unwelcome or harmful.,un problema,oon proh-BLEH-mah,singular,n/a,masculine,1,noun,n/a,We have a problem.,Abbiamo un problema.,"questione, difficoltà",indefinite
noun,general,the problem,A matter or situation regarded as unwelcome or harmful.,il problema,eel proh-BLEH-mah,singular,n/a,masculine,1,noun,n/a,We have a problem.,Abbiamo un problema.,"questione, difficoltà",definite
noun,general,the problems,A matter or situation regarded as unwelcome or harmful.,i problemi,ee proh-BLEH-mee,plural,n/a,masculine,1,noun,n/a,We have a problem.,Abbiamo un problema.,"questione, difficoltà",definite
noun,general,a question,A sentence worded to elicit information.,una domanda,OO-nah doh-MAHN-dah,singular,n/a,feminine,1,noun,n/a,Can I ask a question?,Posso fare una domanda?,"interrogativo, quesito",indefinite
noun,general,the question,A sentence worded to elicit information.,la domanda,lah doh-MAHN-dah,singular,n/a,feminine,1,noun,n/a,Can I ask a question?,Posso fare una domanda?,"interrogativo, quesito",definite
noun,general,the questions,A sentence worded to elicit information.,le domande,leh doh-MAHN-deh,plural,n/a,feminine,1,noun,n/a,Can I ask a question?,Posso fare una domanda?,"interrogativo, quesito",definite
noun,general,a answer,A response to a question or situation.,una risposta,OO-nah ree-SPOHS-tah,singular,n/a,feminine,1,noun,n/a,That is the right answer.,Quella è la risposta giusta.,"replica, reazione",indefinite
noun,general,the answer,A response to a question or situation.,la risposta,lah ree-SPOHS-tah,singular,n/a,feminine,1,noun,n/a,That is the right answer.,Quella è la risposta giusta.,"replica, reazione",definite
noun,general,the answers,A response to a question or situation.,le risposte,leh ree-SPOHS-teh,plural,n/a,feminine,1,noun,n/a,That is the right answer.,Quella è la risposta giusta.,"replica, reazione",definite
noun,general,a choice,An act of selecting or making a decision.,una scelta,OO-nah SHEHL-tah,singular,n/a,feminine,2,noun,n/a,You have a choice.,Hai una scelta.,"opzione, alternativa",indefinite
noun,general,the choice,An act of selecting or making a decision.,la scelta,lah SHEHL-tah,singular,n/a,feminine,2,noun,n/a,You have a choice.,Hai una scelta.,"opzione, alternativa",definite
noun,general,the choices,An act of selecting or making a decision.,le scelte,leh SHEHL-teh,plural,n/a,feminine,2,noun,n/a,You have a choice.,Hai una scelta.,"opzione, alternativa",definite
noun,general,a fact,A thing that is known or proved to be true.,un fatto,oon FAHT-toh,singular,n/a,masculine,1,noun,n/a,That’s a known fact.,È un fatto noto.,"verità, informazione",indefinite
noun,general,the fact,A thing that is known or proved to be true.,il fatto,eel FAHT-toh,singular,n/a,masculine,1,noun,n/a,That’s a known fact.,È un fatto noto.,"verità, informazione",definite
noun,general,the facts,A thing that is known or proved to be true.,i fatti,ee FAHT-tee,plural,n/a,masculine,1,noun,n/a,That’s a known fact.,È un fatto noto.,"verità, informazione",definite
noun,general,a object,A material thing that can be seen and touched.,un oggetto,oon oh-JEHT-toh,singular,n/a,masculine,2,noun,n/a,This is a strange object.,Questo è un oggetto strano.,"cosa, articolo",indefinite
noun,general,the object,A material thing that can be seen and touched.,l'oggetto,loh-JEHT-toh,singular,n/a,masculine,2,noun,n/a,This is a strange object.,Questo è un oggetto strano.,"cosa, articolo",definite
