category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
adjective,quantity,many,a large number,molti,MOHL-tee,plural,,masculine,1,adjective,,There are many tourists.,Ci sono molti turisti.,"tanti, numerosi",,molti
adjective,quantity,many,a large number,molte,MOHL-teh,plural,,feminine,1,adjective,,She bought many apples.,Lei ha comprato molte mele.,"tante, numerose",,molti
adjective,quantity,few,a small number,pochi,POH-kee,plural,,masculine,1,adjective,,Few people speak English here.,Pochi parlano inglese qui.,"scarsi, limitati",,pochi
adjective,quantity,few,a small number,poche,POH-keh,plural,,feminine,1,adjective,,There are few cars in the street.,Ci sono poche macchine in strada.,"scarse, limitate",,pochi
adjective,quantity,some,an unspecified number or amount,alcuni,ahl-KOO-nee,plural,,masculine,1,adjective,,I met some friends.,Ho incontrato alcuni amici.,"qualche, certi",,alcuni
adjective,quantity,some,an unspecified number or amount,alcune,ahl-KOO-neh,plural,,feminine,1,adjective,,She bought some postcards.,Ha comprato alcune cartoline.,"qualche, certe",,alcuni
adjective,quantity,all,the entire quantity or amount,tutti,TOOT-tee,plural,,masculine,1,adjective,,All tickets are sold.,Tutti i biglietti sono venduti.,"ogni, interi",,tutto
adjective,quantity,all,the entire quantity or amount,tutte,TOOT-teh,plural,,feminine,1,adjective,,She visited all museums.,Lei ha visitato tutti i musei.,"ogni, intere",,tutto
adjective,quantity,enough,adequate amount,abbastanza,ahb-bah-STAHN-tsa,,,,1,adjective,,There is enough food.,C'è abbastanza cibo.,"sufficiente, adeguato",,abbastanza
adjective,quantity,little,small amount,poco,POH-koh,singular,,masculine,1,adjective,,There is little bread left.,C'è poco pane rimasto.,"scarso, minimo",,poco
adjective,quantity,little,small amount,poca,POH-kah,singular,,feminine,1,adjective,,There is little water.,C'è poca acqua.,"scarsa, minima",,poco
adjective,quantity,several,more than two but not many,diversi,dee-VEHR-see,plural,,masculine,2,adjective,,He visited several towns.,Ha visitato diverse città.,"parecchi, vari",,diversi
adjective,quantity,several,more than two but not many,diverse,dee-VEHR-seh,plural,,feminine,2,adjective,,She bought several books.,Lei ha comprato diversi libri.,"parecchie, varie",,diversi
adjective,quantity,numerous,a great number of,numerosi,noo-meh-ROH-see,plural,,masculine,2,adjective,,Numerous visitors arrived.,Numerosi visitatori sono arrivati.,"molti, tanti",,numerosi
adjective,quantity,numerous,a great number of,numerose,noo-meh-ROH-seh,plural,,feminine,2,adjective,,There are numerous activities.,Ci sono numerose attività.,"molte, tante",,numerosi
adjective,quantity,single,only one,singolo,SEEN-goh-loh,singular,,masculine,2,adjective,,He has a single ticket.,Ha un singolo biglietto.,"unico, solo",,singolo
adjective,quantity,single,only one,singola,SEEN-goh-lah,singular,,feminine,2,adjective,,She booked a single room.,Lei ha prenotato una stanza singola.,"unica, sola",,singolo
adjective,quantity,all,the entire quantity or amount,tutto,TOOT-toh,singular,,masculine,1,adjective,,He ate all the bread.,Ha mangiato tutto il pane.,"ogni, intero",,tutto
adjective,quantity,all,the entire quantity or amount,tutta,TOOT-tah,singular,,feminine,1,adjective,,She drank all the water.,Lei ha bevuto tutta l'acqua.,"ogni, intera",,tutto
