category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,restaurant,a table,a piece of furniture where diners sit,un tavolo,oon TAH-voh-lo,singular,,masculine,1,noun,,We would like a table near the window.,Vorremmo un tavolo vicino alla finestra.,tavolino,indefinite,tavolo
noun,restaurant,the table,a piece of furniture where diners sit,il tavolo,eel TAH-voh-lo,singular,,masculine,1,noun,,The table is ready for you.,Il tavolo è pronto per voi.,tavolino,definite,tavolo
noun,restaurant,the tables,pieces of furniture where diners sit,i tavoli,ee TAH-voh-lee,plural,,masculine,1,noun,,The tables are all occupied tonight.,I tavoli sono tutti occupati stasera.,tavolino,definite,tavolo
noun,restaurant,a waiter,male server who takes orders,un cameriere,oon kah-meh-ree-EH-reh,singular,,masculine,1,noun,,A waiter is coming with the menus.,Un cameriere sta arrivando con i menù.,servitore,indefinite,cameriere
noun,restaurant,the waiter,male server who takes orders,il cameriere,eel kah-meh-ree-EH-reh,singular,,masculine,1,noun,,The waiter speaks good English.,Il cameriere parla bene inglese.,servitore,definite,cameriere
noun,restaurant,the waiters,male servers who take orders,i camerieri,ee kah-meh-ree-EH-ree,plural,,masculine,1,noun,,The waiters are very friendly here.,I camerieri sono molto gentili qui.,servitore,definite,cameriere
noun,restaurant,a waitress,female server who takes orders,una cameriera,OO-nah kah-meh-ree-EH-rah,singular,,feminine,1,noun,,A waitress will bring the bill soon.,Una cameriera porterà presto il conto.,servitrice,indefinite,cameriere
noun,restaurant,the waitress,female server who takes orders,la cameriera,lah kah-meh-ree-EH-rah,singular,,feminine,1,noun,,The waitress recommended the pasta.,La cameriera ha consigliato la pasta.,servitrice,definite,cameriere
noun,restaurant,the waitresses,female servers who take orders,le cameriere,leh kah-meh-ree-EH-reh,plural,,feminine,1,noun,,The waitresses are clearing the tables.,Le cameriere stanno sparecchiando i tavoli.,servitrice,definite,cameriere
noun,restaurant,a menu,list of dishes offered,un menù,oon meh-NOO,singular,,masculine,1,noun,,"Could we see a menu, please?","Potremmo avere un menù, per favore?",lista,indefinite,menù
noun,restaurant,the menu,list of dishes offered,il menù,eel meh-NOO,singular,,masculine,1,noun,,The menu changes every day.,Il menù cambia ogni giorno.,lista,definite,menù
noun,restaurant,the menus,lists of dishes offered,i menù,ee meh-NOO,plural,,masculine,1,noun,,The menus are on the counter.,I menù sono sul bancone.,lista,definite,menù
noun,restaurant,a bill,a statement of what you must pay,un conto,oon KON-toh,singular,,masculine,1,noun,,"Could I have a bill, please?","Potrei avere un conto, per favore?",fattura,indefinite,conto
noun,restaurant,the bill,a statement of what you must pay,il conto,eel KON-toh,singular,,masculine,1,noun,,The bill is on the tray.,Il conto è sul vassoio.,fattura,definite,conto
noun,restaurant,the bills,statements of what you must pay,i conti,ee KON-tee,plural,,masculine,2,noun,,The bills are already separated.,I conti sono già separati.,fattura,definite,conto
noun,restaurant,a reservation,an advance booking for a table,una prenotazione,OO-nah preh-noh-tah-TSYOH-neh,singular,,feminine,1,noun,,I have a reservation for two.,Ho una prenotazione per due.,riserva,indefinite,prenotazione
noun,restaurant,the reservation,an advance booking for a table,la prenotazione,lah preh-noh-tah-TSYOH-neh,singular,,feminine,1,noun,,The reservation is under Smith.,La prenotazione è a nome Smith.,riserva,definite,prenotazione
noun,restaurant,the reservations,advance bookings for tables,le prenotazioni,leh preh-noh-tah-TSYOH-nee,plural,,feminine,2,noun,,The reservations are full this evening.,Le prenotazioni sono complete questa sera.,riserva,definite,prenotazione
noun,restaurant,a glass,a drinking vessel,un bicchiere,oon bee-KYEH-reh,singular,,masculine,1,noun,,Can I have a glass of water?,Posso avere un bicchiere d’acqua?,calice,indefinite,bicchiere
noun,restaurant,the glass,a drinking vessel,il bicchiere,eel bee-KYEH-reh,singular,,masculine,1,noun,,The glass is empty.,Il bicchiere è vuoto.,calice,definite,bicchiere
noun,restaurant,the glasses,drinking vessels,i bicchieri,ee bee-KYEH-ree,plural,,masculine,1,noun,,The glasses are on the shelf.,I bicchieri sono sullo scaffale.,calice,definite,bicchiere
noun,restaurant,a plate,a dish you eat from,un piatto,oon PYAHT-toh,singular,,masculine,1,noun,,I need a clean plate.,Ho bisogno di un piatto pulito.,portata,indefinite,piatto
noun,restaurant,the plate,a dish you eat from,il piatto,eel PYAHT-toh,singular,,masculine,1,noun,,The plate is hot.,Il piatto è caldo.,portata,definite,piatto
