category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
adjective,quality,good,high quality or satisfactory,buono,BWOH-noh,singular,,masculine,1,adjective,,The wine is good.,Il vino è buono.,"positivo, ottimo",,buono
adjective,quality,good,high quality or satisfactory,buona,BWOH-nah,singular,,feminine,1,adjective,,She made a good cake.,Lei ha fatto una buona torta.,"positiva, ottima",,buono
adjective,quality,bad,low quality or unsatisfactory,cattivo,kaht-TEE-voh,singular,,masculine,1,adjective,,The wine is bad.,Il vino è cattivo.,"negativo, pessimo",,cattivo
adjective,quality,bad,low quality or unsatisfactory,cattiva,kaht-TEE-vah,singular,,feminine,1,adjective,,She had a bad experience.,Lei ha avuto una cattiva esperienza.,"negativa, pessima",,cattivo
adjective,quality,excellent,extremely good,eccellente,eh-chehl-LEHN-teh,,,,1,adjective,,The service was excellent.,Il servizio era eccellente.,"ottimo, superiore",,eccellente
adjective,quality,terrible,extremely bad,terribile,tehr-REE-bee-leh,,,,1,adjective,,The food was terrible.,Il cibo era terribile.,"orribile, pessimo",,terribile
adjective,quality,perfect,without faults,perfetto,pehr-FEHT-toh,singular,,masculine,2,adjective,,The weather is perfect.,Il tempo è perfetto.,"ideale, impeccabile",,perfetto
adjective,quality,perfect,without faults,perfetta,pehr-FEHT-tah,singular,,feminine,2,adjective,,She cooked a perfect meal.,Lei ha cucinato un pasto perfetto.,"ideale, impeccabile",,perfetto
adjective,quality,poor,below acceptable standard,scarso,SKAHR-soh,singular,,masculine,2,adjective,,The hotel had poor service.,L'hotel aveva un servizio scarso.,"insufficiente, basso",,scarso
adjective,quality,poor,below acceptable standard,scarsa,SKAHR-sah,singular,,feminine,2,adjective,,The quality is poor.,La qualità è scarsa.,"insufficiente, bassa",,scarso
adjective,quality,average,moderate or ordinary quality,medio,MEH-dyoh,singular,,masculine,2,adjective,,The restaurant was average.,Il ristorante era medio.,"moderato, comune",,medio
adjective,quality,average,moderate or ordinary quality,media,MEH-dyah,singular,,feminine,2,adjective,,The food was average.,La cucina era media.,"moderata, comune",,medio
adjective,quality,authentic,genuine or original,autentico,ow-TEHN-tee-koh,singular,,masculine,2,adjective,,This dish is authentic.,Questo piatto è autentico.,"genuino, originale",,autentico
adjective,quality,authentic,genuine or original,autentica,ow-TEHN-tee-kah,singular,,feminine,2,adjective,,She bought an authentic handbag.,Ha comprato una borsa autentica.,"genuina, originale",,autentico
adjective,quality,fake,not genuine or imitation,falso,FAHL-soh,singular,,masculine,2,adjective,,This watch is fake.,Questo orologio è falso.,"imitato, contraffatto",,falso
adjective,quality,fake,not genuine or imitation,falsa,FAHL-sah,singular,,feminine,2,adjective,,She has a fake necklace.,Lei ha una collana falsa.,"imitata, contraffatta",,falso
