category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
adjective,size,big,of considerable size,grande,GRAHN-deh,singular,n/a,n/a,1,adjective,n/a,The museum is big.,Il museo è grande.,"enorme, grosso",n/a
adjective,size,big,of considerable size,grandi,GRAHN-dee,plural,n/a,n/a,1,adjective,n/a,The squares are big.,Le piazze sono grandi.,"enorme, grosso",n/a
adjective,size,small,of little size,piccolo,PEE-koh-loh,singular,n/a,masculine,1,adjective,n/a,The park is small.,Il parco è piccolo.,"minuscolo, minuto",n/a
adjective,size,small,of little size,piccola,PEE-koh-lah,singular,n/a,feminine,1,adjective,n/a,The room is small.,La stanza è piccola.,"minuscolo, minuto",n/a
adjective,size,small,of little size,piccoli,PEE-koh-lee,plural,n/a,masculine,1,adjective,n/a,The apartments are small.,Gli appartamenti sono piccoli.,"minuscolo, minuto",n/a
adjective,size,small,of little size,piccole,PEE-koh-leh,plural,n/a,feminine,1,adjective,n/a,The streets are small.,Le strade sono piccole.,"minuscolo, minuto",n/a
adjective,size,tall,of great height,alto,AHL-toh,singular,n/a,masculine,1,adjective,n/a,The tree is tall.,L'albero è alto.,elevato,n/a
adjective,size,tall,of great height,alta,AHL-tah,singular,n/a,feminine,1,adjective,n/a,The tower is tall.,La torre è alta.,elevato,n/a
adjective,size,tall,of great height,alti,AHL-tee,plural,n/a,masculine,1,adjective,n/a,The buildings are tall.,Gli edifici sono alti.,elevato,n/a
adjective,size,tall,of great height,alte,AHL-teh,plural,n/a,feminine,1,adjective,n/a,The mountains are tall.,Le montagne sono alte.,elevato,n/a
adjective,size,short (height),of little height,basso,BAH-ssoh,singular,n/a,masculine,1,adjective,n/a,The wall is short.,Il muro è basso.,corto,n/a
adjective,size,short (height),of little height,bassa,BAH-ssah,singular,n/a,feminine,1,adjective,n/a,The chair is short.,La sedia è bassa.,corto,n/a
adjective,size,short (height),of little height,bassi,BAH-ssee,plural,n/a,masculine,1,adjective,n/a,The fences are short.,I recinti sono bassi.,corto,n/a
