category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,travel,the ticket,travel document for transit,il biglietto,eel bee-LYEHT-toh,singular,,masculine,1,noun,,The ticket costs ten euros.,Il biglietto costa dieci euro.,pass,definite,biglietto
noun,travel,a ticket,travel document for transit,un biglietto,oon bee-LYEHT-toh,singular,,masculine,1,noun,,I bought a ticket online.,Ho comprato un biglietto online.,pass,indefinite,biglietto
noun,travel,the tickets,travel documents for transit,i biglietti,ee bee-LYEHT-tee,plural,,masculine,1,noun,,The tickets are sold out.,I biglietti sono esauriti.,pass,definite,biglietto
noun,travel,the passport,official travel identity document,il passaporto,eel pahs-sah-POR-toh,singular,,masculine,1,noun,,The passport is valid for ten years.,Il passaporto è valido per dieci anni.,documento,definite,passaporto
noun,travel,a passport,official travel identity document,un passaporto,oon pahs-sah-POR-toh,singular,,masculine,1,noun,,I forgot a passport at home.,Ho dimenticato un passaporto a casa.,documento,indefinite,passaporto
noun,travel,the passports,official travel identity documents,i passaporti,ee pahs-sah-POR-tee,plural,,masculine,1,noun,,The passports are ready.,I passaporti sono pronti.,documenti,definite,passaporto
noun,travel,the visa,permit to enter a country,il visto,eel VEE-stoh,singular,,masculine,2,noun,,The visa is required for entry.,Il visto è necessario per l'ingresso.,permesso,definite,visto
noun,travel,a visa,permit to enter a country,un visto,oon VEE-stoh,singular,,masculine,2,noun,,She applied for a visa yesterday.,Ha richiesto un visto ieri.,permesso,indefinite,visto
noun,travel,the visas,permits to enter a country,i visti,ee VEE-stee,plural,,masculine,2,noun,,The visas will arrive next week.,I visti arriveranno la prossima settimana.,permessi,definite,visto
noun,travel,the reservation,booking made in advance,la prenotazione,lah preh-noh-tah-TSYOH-neh,singular,,feminine,1,noun,,The reservation is under my name.,La prenotazione è a mio nome.,booking,definite,prenotazione
noun,travel,a reservation,booking made in advance,una prenotazione,OO-nah preh-noh-tah-TSYOH-neh,singular,,feminine,1,noun,,We made a reservation online.,Abbiamo fatto una prenotazione online.,booking,indefinite,prenotazione
noun,travel,the reservations,bookings made in advance,le prenotazioni,leh preh-noh-tah-TSYOH-nee,plural,,feminine,1,noun,,The reservations were confirmed.,Le prenotazioni sono state confermate.,prenotazioni,definite,prenotazione
noun,travel,the trip,act of traveling,il viaggio,eel vyahj-JOH,singular,,masculine,1,noun,,The trip starts tomorrow.,Il viaggio inizia domani.,gita,definite,viaggio
noun,travel,a trip,act of traveling,un viaggio,oon vyahj-JOH,singular,,masculine,1,noun,,We planned a trip to Sicily.,Abbiamo pianificato un viaggio in Sicilia.,gita,indefinite,viaggio
noun,travel,the trips,acts of traveling,i viaggi,ee vyahj-JEE,plural,,masculine,1,noun,,The trips were unforgettable.,I viaggi sono stati indimenticabili.,gite,definite,viaggi
noun,travel,the vacation,period of leisure travel,la vacanza,lah vah-KAHN-tsah,singular,,feminine,1,noun,,The vacation is in August.,La vacanza è ad agosto.,ferie,definite,vacanza
noun,travel,a vacation,period of leisure travel,una vacanza,OO-nah vah-KAHN-tsah,singular,,feminine,1,noun,,They booked a vacation by the sea.,Hanno prenotato una vacanza al mare.,ferie,indefinite,vacanza
noun,travel,the vacations,periods of leisure travel,le vacanze,leh vah-KAHN-tseh,plural,,feminine,1,noun,,The vacations are over.,Le vacanze sono finite.,ferie,definite,vacanze
noun,travel,the map,diagram of an area,la mappa,lah MAHP-pah,singular,,feminine,1,noun,,The map shows all the streets.,La mappa mostra tutte le strade.,cartina,definite,mappa
