category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,weather,the sun,star that warms Earth,il sole,eel SOH-leh,singular,n/a,masculine,1,noun,n/a,The sun is bright today.,Il sole è brillante oggi.,astro,definite
noun,weather,sun,star that warms Earth,sole,SOH-leh,singular,n/a,masculine,1,noun,n/a,Sun sets late in summer.,Sole tramonta tardi in estate.,astro,n/a
noun,weather,the moon,natural satellite of Earth,la luna,LOO-nah,singular,n/a,feminine,1,noun,n/a,The moon lights up the night.,La luna illumina la notte.,astro,definite
noun,weather,moon,natural satellite of Earth,luna,LOO-nah,singular,n/a,feminine,1,noun,n/a,Moon rises over the hills.,Luna sorge sulle colline.,astro,n/a
noun,weather,the sky,expanse above Earth,il cielo,CHEH-loh,singular,n/a,masculine,1,noun,n/a,The sky is clear.,Il cielo è sereno.,firmamento,definite
noun,weather,sky,expanse above Earth,cielo,CHEH-loh,singular,n/a,masculine,1,noun,n/a,Sky turns pink at sunset.,Cielo diventa rosa al tramonto.,firmamento,n/a
noun,weather,the cloud,visible mass of water vapor,la nuvola,NOO-voh-lah,singular,n/a,feminine,1,noun,n/a,The cloud covers the sun.,La nuvola copre il sole.,nube,definite
noun,weather,a cloud,visible mass of water vapor,una nuvola,OO-nah NOO-voh-lah,singular,n/a,feminine,1,noun,n/a,A cloud crosses the sky.,Una nuvola attraversa il cielo.,nube,indefinite
noun,weather,the clouds,visible masses of water vapor,le nuvole,NOO-voh-leh,plural,n/a,feminine,1,noun,n/a,The clouds move fast.,Le nuvole si muovono veloci.,nubi,definite
noun,weather,the rain,water falling from the sky,la pioggia,PYOHJ-jah,singular,n/a,feminine,1,noun,n/a,The rain is heavy.,La pioggia è intensa.,acquazzone,definite
noun,weather,rain,water falling from the sky,pioggia,PYOHJ-jah,singular,n/a,feminine,1,noun,n/a,Rain cools the air.,Pioggia rinfresca l'aria.,acquazzone,n/a
noun,weather,the snow,frozen precipitation,la neve,NEH-veh,singular,n/a,feminine,1,noun,n/a,The snow covers the streets.,La neve copre le strade.,nevicata,definite
noun,weather,snow,frozen precipitation,neve,NEH-veh,singular,n/a,feminine,1,noun,n/a,Snow falls softly.,Neve cade piano.,nevicata,n/a
noun,weather,the wind,air in motion,il vento,VEN-toh,singular,n/a,masculine,1,noun,n/a,The wind is strong.,Il vento è forte.,burrasca,definite
noun,weather,wind,air in motion,vento,VEN-toh,singular,n/a,masculine,1,noun,n/a,Wind shakes the trees.,Vento scuote gli alberi.,burrasca,n/a
noun,weather,the storm,violent weather with rain and wind,la tempesta,tem-PEH-stah,singular,n/a,feminine,2,noun,n/a,The storm is approaching.,La tempesta si avvicina.,burrasca,definite
