category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,jewelry and metal working,the metal,material used for jewelry,il metallo,eel meh-TAHL-loh,singular,n/a,masculine,1,noun,n/a,The metal is heated in the furnace.,Il metallo viene scaldato nel forno.,materiale,definite
noun,jewelry and metal working,a metal,material used for jewelry,un metallo,oon meh-TAHL-loh,singular,n/a,masculine,1,noun,n/a,I need a metal that is easy to shape.,Ho bisogno di un metallo facile da modellare.,materiale,indefinite
noun,jewelry and metal working,the metals,metal materials,i metalli,ee meh-TAHL-lee,plural,n/a,masculine,1,noun,n/a,The metals are stored on the shelf.,I metalli sono conservati sullo scaffale.,materiali,definite
noun,jewelry and metal working,the silver,precious white metal,l'argento,lahr-JEN-toh,singular,n/a,masculine,1,noun,n/a,The silver shines after polishing.,L'argento brilla dopo la lucidatura.,argento,definite
noun,jewelry and metal working,silver,precious white metal,argento,ar-JEN-toh,singular,n/a,masculine,1,noun,n/a,Silver is popular for rings.,Argento è popolare per gli anelli.,argento,n/a
noun,jewelry and metal working,the gold,precious yellow metal,l'oro,LOH-roh,singular,n/a,masculine,1,noun,n/a,The gold melts at a lower temperature.,L'oro fonde a una temperatura più bassa.,oro,definite
noun,jewelry and metal working,gold,precious yellow metal,oro,OH-roh,singular,n/a,masculine,1,noun,n/a,Gold is valued worldwide.,Oro è apprezzato in tutto il mondo.,oro,n/a
noun,jewelry and metal working,the copper,reddish metal,il rame,eel RAH-meh,singular,n/a,masculine,2,noun,n/a,The copper conducts heat quickly.,Il rame conduce il calore rapidamente.,rame,definite
noun,jewelry and metal working,copper,reddish metal,rame,RAH-meh,singular,n/a,masculine,2,noun,n/a,Copper is used for practice pieces.,Rame è usato per pezzi di prova.,rame,n/a
noun,jewelry and metal working,the brass,yellow alloy,l'ottone,loh-TOH-neh,singular,n/a,masculine,2,noun,n/a,The brass is ready for engraving.,L'ottone è pronto per l'incisione.,ottone,definite
noun,jewelry and metal working,brass,yellow alloy,ottone,oh-TOH-neh,singular,n/a,masculine,2,noun,n/a,Brass takes a nice patina.,Ottone prende una bella patina.,ottone,n/a
noun,jewelry and metal working,the bronze,copper-tin alloy,il bronzo,eel BROHN-tsoh,singular,n/a,masculine,2,noun,n/a,The bronze statue inspires me.,Il bronzo della statua mi ispira.,bronzo,definite
noun,jewelry and metal working,bronze,copper-tin alloy,bronzo,BROHN-tsoh,singular,n/a,masculine,2,noun,n/a,Bronze is harder than copper.,Bronzo è più duro del rame.,bronzo,n/a
noun,jewelry and metal working,the gem,polished precious stone,la gemma,lah JEM-mah,singular,n/a,feminine,1,noun,n/a,The gem fits the setting.,La gemma entra nell'incastonatura.,pietra,definite
noun,jewelry and metal working,a gem,polished precious stone,una gemma,OO-nah JEM-mah,singular,n/a,feminine,1,noun,n/a,She chose a gem for the pendant.,Ha scelto una gemma per il pendente.,pietra,indefinite
noun,jewelry and metal working,the gems,polished stones,le gemme,leh JEM-meh,plural,n/a,feminine,1,noun,n/a,The gems sparkle under the lamp.,Le gemme brillano sotto la lampada.,pietre,definite
noun,jewelry and metal working,the stone,natural rock piece,la pietra,lah PYEH-trah,singular,n/a,feminine,1,noun,n/a,The stone needs to be shaped.,La pietra deve essere sagomata.,roccia,definite
noun,jewelry and metal working,a stone,natural rock piece,una pietra,OO-nah PYEH-trah,singular,n/a,feminine,1,noun,n/a,I found a stone for carving.,Ho trovato una pietra da scolpire.,roccia,indefinite
noun,jewelry and metal working,the stones,natural rock pieces,le pietre,leh PYEH-treh,plural,n/a,feminine,1,noun,n/a,The stones are sorted by color.,Le pietre sono ordinate per colore.,rocce,definite
