category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type
noun,food,the bread,staple baked food,il pane,EEL PAH-neh,singular,n/a,masculine,1,noun,n/a,The bread is fresh today.,Il pane è fresco oggi.,pagnotta,definite
noun,food,bread,staple baked food,pane,PAH-neh,singular,n/a,masculine,1,noun,n/a,Bread tastes great with olive oil.,Pane è ottimo con l'olio d'oliva.,pagnotta,n/a
noun,food,the sandwich,filled bread snack,il panino,EEL pah-NEE-noh,singular,n/a,masculine,1,noun,n/a,The sandwich comes with chips.,Il panino viene con le patatine.,tramezzino,definite
noun,food,a sandwich,filled bread snack,un panino,OON pah-NEE-noh,singular,n/a,masculine,1,noun,n/a,I ordered a sandwich at the bar.,Ho ordinato un panino al bar.,tramezzino,indefinite
noun,food,the sandwiches,filled bread snacks,i panini,EE pah-NEE-nee,plural,n/a,masculine,1,noun,n/a,The sandwiches are ready to go.,I panini sono pronti da portar via.,tramezzini,definite
noun,food,the pizza,famous Italian flatbread,la pizza,LA PEET-tsah,singular,n/a,feminine,1,noun,n/a,The pizza smells delicious.,La pizza profuma di buono.,margherita,definite
noun,food,a pizza,famous Italian flatbread,una pizza,OO-nah PEET-tsah,singular,n/a,feminine,1,noun,n/a,We shared a pizza for lunch.,Abbiamo diviso una pizza a pranzo.,margherita,indefinite
noun,food,the pizzas,famous Italian flatbreads,le pizze,LEH PEET-tseh,plural,n/a,feminine,1,noun,n/a,The pizzas arrive quickly here.,Le pizze arrivano rapidamente qui.,margherite,definite
noun,food,pasta,Italian noodle dish,pasta,PAHS-tah,singular,n/a,feminine,1,noun,n/a,Pasta is popular worldwide.,Pasta è famosa in tutto il mondo.,spaghetti,n/a
noun,food,the pasta,Italian noodle dish,la pasta,LA PAHS-tah,singular,n/a,feminine,1,noun,n/a,The pasta is al dente.,La pasta è al dente.,spaghetti,definite
noun,food,the cheese,aged milk product,il formaggio,EEL for-MAHJ-joh,singular,n/a,masculine,1,noun,n/a,The cheese is very tasty.,Il formaggio è molto saporito.,cacio,definite
noun,food,cheese,aged milk product,formaggio,for-MAHJ-joh,singular,n/a,masculine,1,noun,n/a,Cheese pairs well with wine.,Formaggio si abbina bene al vino.,cacio,n/a
noun,food,the water,drinking liquid,l'acqua,LAHK-kwah,singular,n/a,feminine,1,noun,n/a,The water is cold.,L'acqua è fredda.,acqua naturale,definite
noun,food,water,drinking liquid,acqua,AHK-kwah,singular,n/a,feminine,1,noun,n/a,Water is essential.,Acqua è essenziale.,acqua naturale,n/a
noun,food,the coffee,caffeinated drink,il caffè,EEL kah-FEH,singular,n/a,masculine,1,noun,n/a,The coffee smells strong.,Il caffè ha un aroma intenso.,espresso,definite
noun,food,coffee,caffeinated drink,caffè,kah-FEH,singular,n/a,masculine,1,noun,n/a,Coffee wakes me up.,Caffè mi sveglia.,espresso,n/a
noun,food,the apple,round sweet fruit,la mela,LA MEH-lah,singular,n/a,feminine,1,noun,n/a,The apple is crunchy.,La mela è croccante.,frutto,definite
noun,food,an apple,round sweet fruit,una mela,OO-nah MEH-lah,singular,n/a,feminine,1,noun,n/a,I bought an apple at the market.,Ho comprato una mela al mercato.,frutto,indefinite
noun,food,the apples,round sweet fruits,le mele,LEH MEH-leh,plural,n/a,feminine,1,noun,n/a,The apples are ripe.,Le mele sono mature.,frutti,definite
noun,food,the banana,long yellow fruit,la banana,LA bah-NAH-nah,singular,n/a,feminine,1,noun,n/a,The banana is sweet.,La banana è dolce.,frutto,definite
noun,food,a banana,long yellow fruit,una banana,OO-nah bah-NAH-nah,singular,n/a,feminine,1,noun,n/a,He ate a banana after jogging.,Ha mangiato una banana dopo la corsa.,frutto,indefinite
noun,food,the bananas,long yellow fruits,le banane,LEH bah-NAH-neh,plural,n/a,feminine,1,noun,n/a,The bananas are on the counter.,Le banane sono sul bancone.,frutti,definite
noun,food,the orange,citrus fruit,l'arancia,LAH-RAHN-chah,singular,n/a,feminine,1,noun,n/a,The orange is juicy.,L'arancia è succosa.,agrume,definite
noun,food,an orange,citrus fruit,un'arancia,OO-nah RAHN-chah,singular,n/a,feminine,1,noun,n/a,I peeled an orange.,Ho sbucciato un'arancia.,agrume,indefinite
noun,food,the oranges,citrus fruits,le arance,LEH ah-RAHN-cheh,plural,n/a,feminine,1,noun,n/a,The oranges come from Sicily.,Le arance vengono dalla Sicilia.,agrumi,definite
