category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
adjective,shopping,new,recently made or obtained,nuovo,NWOH-voh,singular,,masculine,1,adjective,,He bought a new jacket.,Ha comprato una giacca nuova.,"recente, moderno",,nuovo
adjective,shopping,new,recently made or obtained,nuova,NWOH-vah,singular,,feminine,1,adjective,,She has a new dress.,Lei ha un vestito nuovo.,"recente, moderna",,nuovo
adjective,shopping,old,existing for a long time,vecchio,VEHK-kee-oh,singular,,masculine,1,adjective,,The market sells old books.,Il mercato vende libri vecchi.,"antico, datato",,vecchio
adjective,shopping,old,existing for a long time,vecchia,VEHK-kee-ah,singular,,feminine,1,adjective,,She likes old furniture.,Le piace la mobilia vecchia.,"antica, datata",,vecchio
adjective,shopping,used,previously owned or utilized,usato,oo-ZAH-toh,singular,,masculine,1,adjective,,I bought a used bicycle.,Ho comprato una bicicletta usata.,"seconda mano, consumato",,usato
adjective,shopping,used,previously owned or utilized,usata,oo-ZAH-tah,singular,,feminine,1,adjective,,She found a used dress.,Lei ha trovato un vestito usato.,"seconda mano, consumata",,usato
adjective,shopping,fashionable,currently popular in style,alla moda,AH-lah MOH-dah,,,,2,adjective,,His shoes are fashionable.,Le sue scarpe sono alla moda.,"moderno, trendy",,alla
adjective,shopping,trendy,very fashionable or up to date,trendy,TREHN-dee,,,,2,adjective,,The café is trendy.,Il caffè è trendy.,"alla moda, moderno",,trendy
adjective,shopping,out of style,no longer fashionable,fuori moda,FWOH-ree MOH-dah,,,,2,adjective,,That coat is out of style.,Quel cappotto è fuori moda.,"superato, antiquato",,fuori
adjective,shopping,comfortable,pleasant to wear or use,comodo,KOH-moh-doh,singular,,masculine,1,adjective,,These shoes are comfortable.,Queste scarpe sono comode.,"accogliente, pratico",,comodo
adjective,shopping,comfortable,pleasant to wear or use,comoda,KOH-moh-dah,singular,,feminine,1,adjective,,The chair is comfortable.,La sedia è comoda.,"accogliente, pratica",,comodo
adjective,shopping,uncomfortable,not pleasant to wear or use,scomodo,SKOH-moh-doh,singular,,masculine,2,adjective,,His boots are uncomfortable.,I suoi stivali sono scomodi.,"disagevole, fastidioso",,scomodo
adjective,shopping,uncomfortable,not pleasant to wear or use,scomoda,SKOH-moh-dah,singular,,feminine,2,adjective,,The sofa is uncomfortable.,Il divano è scomodo.,"disagevole, fastidiosa",,scomodo
adjective,shopping,broken,damaged or not working,rotto,ROHT-toh,singular,,masculine,2,adjective,,The phone is broken.,Il telefono è rotto.,"guasto, danneggiato",,rotto
adjective,shopping,broken,damaged or not working,rotta,ROHT-tah,singular,,feminine,2,adjective,,Her suitcase is broken.,La sua valigia è rotta.,"guasta, danneggiata",,rotto
adjective,shopping,available,able to be bought or used,disponibile,dee-spoh-NEE-bee-leh,,,,2,adjective,,The product is available.,Il prodotto è disponibile.,"libero, reperibile",,disponibile
adjective,shopping,sold out,completely sold,esaurito,eh-zah-oo-REE-toh,singular,,masculine,2,adjective,,The concert is sold out.,Il concerto è esaurito.,"terminato, finito",,esaurito
adjective,shopping,sold out,completely sold,esaurita,eh-zah-oo-REE-tah,singular,,feminine,2,adjective,,Tickets are sold out.,I biglietti sono esauriti.,"terminata, finita",,esaurito
