category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
noun,general,the house,building where people live,la casa,LA KAH-sah,singular,,feminine,1,noun,,The house is old.,La casa è vecchia.,abitazione,definite,casa
noun,general,a house,building where people live,una casa,OO-nah KAH-sah,singular,,feminine,1,noun,,We rented a house near the lake.,Abbiamo affittato una casa vicino al lago.,abitazione,indefinite,casa
noun,general,the houses,buildings where people live,le case,LEH KAH-seh,plural,,feminine,1,noun,,The houses are colorful.,Le case sono colorate.,abitazioni,definite,casa
noun,general,the apartment,individual living unit,l'appartamento,lah pahr-tah-MEN-toh,singular,,masculine,1,noun,,The apartment has a balcony.,L'appartamento ha un balcone.,alloggio,definite,appartamento
noun,general,an apartment,individual living unit,un appartamento,oon ah-pahr-tah-MEN-toh,singular,,masculine,1,noun,,They found an apartment downtown.,Hanno trovato un appartamento in centro.,alloggio,indefinite,appartamento
noun,general,the apartments,individual living units,gli appartamenti,lyee ah-pahr-tah-MEN-tee,plural,,masculine,1,noun,,The apartments face the park.,Gli appartamenti danno sul parco.,alloggi,definite,appartamento
noun,general,the room,space in a building,la stanza,LA STAN-tsah,singular,,feminine,1,noun,,The room is bright.,La stanza è luminosa.,camera,definite,stanza
noun,general,a room,space in a building,una stanza,OO-nah STAN-tsah,singular,,feminine,1,noun,,I booked a room for two.,Ho prenotato una stanza per due.,camera,indefinite,stanza
noun,general,the rooms,spaces in a building,le stanze,LEH STAN-tseh,plural,,feminine,1,noun,,The rooms are clean.,Le stanze sono pulite.,camere,definite,stanza
noun,general,the bed,furniture for sleeping,il letto,EEL LET-toh,singular,,masculine,1,noun,,The bed is comfortable.,Il letto è comodo.,branda,definite,letto
noun,general,a bed,furniture for sleeping,un letto,OON LET-toh,singular,,masculine,1,noun,,We need a bed for the guest.,Ci serve un letto per l'ospite.,branda,indefinite,letto
noun,general,the beds,furniture for sleeping,i letti,EE LET-tee,plural,,masculine,1,noun,,The beds have clean sheets.,I letti hanno lenzuola pulite.,brande,definite,letto
noun,general,the table,furniture with flat top,il tavolo,EEL TAH-voh-loh,singular,,masculine,1,noun,,The table seats four.,Il tavolo ospita quattro persone.,tavola,definite,tavolo
noun,general,a table,furniture with flat top,un tavolo,OON TAH-voh-loh,singular,,masculine,1,noun,,We moved a table outside.,Abbiamo spostato un tavolo fuori.,tavola,indefinite,tavolo
noun,general,the tables,furniture with flat tops,i tavoli,EE TAH-voh-lee,plural,,masculine,1,noun,,The tables are reserved.,I tavoli sono riservati.,tavole,definite,tavolo
noun,general,the chair,seating furniture,la sedia,LA SEH-dyah,singular,,feminine,1,noun,,The chair is wooden.,La sedia è di legno.,seduta,definite,sedia
noun,general,a chair,seating furniture,una sedia,OO-nah SEH-dyah,singular,,feminine,1,noun,,I need a chair please.,Mi serve una sedia per favore.,seduta,indefinite,sedia
noun,general,the chairs,seating furniture,le sedie,LEH SEH-dyeh,plural,,feminine,1,noun,,The chairs are light.,Le sedie sono leggere.,sedute,definite,sedia
noun,general,the door,entry panel,la porta,LA POR-tah,singular,,feminine,1,noun,,The door is open.,La porta è aperta.,portone,definite,porta
noun,general,a door,entry panel,una porta,OO-nah POR-tah,singular,,feminine,1,noun,,They installed a door today.,Hanno installato una porta oggi.,portone,indefinite,porta
noun,general,the doors,entry panels,le porte,LEH POR-teh,plural,,feminine,1,noun,,The doors close at midnight.,Le porte chiudono a mezzanotte.,portoni,definite,porta
noun,general,the window,glass opening,la finestra,LA fee-NEH-strah,singular,,feminine,1,noun,,The window overlooks the river.,La finestra dà sul fiume.,infisso,definite,finestra
noun,general,a window,glass opening,una finestra,OO-nah fee-NEH-strah,singular,,feminine,1,noun,,She opened a window for air.,Ha aperto una finestra per far entrare aria.,infisso,indefinite,finestra
noun,general,the windows,glass openings,le finestre,LEH fee-NEH-streh,plural,,feminine,1,noun,,The windows are large.,Le finestre sono grandi.,infissi,definite,finestra
noun,general,the key,object that opens a lock,la chiave,LA KYAH-veh,singular,,feminine,1,noun,,The key is on the desk.,La chiave è sulla scrivania.,chiavetta,definite,chiave
noun,general,a key,object that opens a lock,una chiave,OO-nah KYAH-veh,singular,,feminine,1,noun,,I lost a key yesterday.,Ho perso una chiave ieri.,chiavetta,indefinite,chiave
noun,general,the keys,objects that open locks,le chiavi,LEH KYAH-vee,plural,,feminine,1,noun,,The keys jingle in the bag.,Le chiavi tintinnano nella borsa.,chiavette,definite,chiave
noun,general,the phone,device for calls,il telefono,EEL teh-LEH-foh-noh,singular,,masculine,1,noun,,The phone is ringing.,Il telefono sta squillando.,cellulare,definite,telefono
