category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
adjective,temperature,hot,having a high temperature,caldo,KAHL-DOH,singular,,masculine,1,adjective,,The coffee is hot.,Il caffè è caldo.,"bollente,rovente",,caldo
adjective,temperature,hot,having a high temperature,calda,KAHL-DAH,singular,,feminine,1,adjective,,The day is hot.,La giornata è calda.,"bollente,rovente",,caldo
adjective,temperature,hot,having a high temperature,caldi,KAHL-DEE,plural,,masculine,1,adjective,,The days are hot.,I giorni sono caldi.,"bollente,rovente",,caldo
adjective,temperature,hot,having a high temperature,calde,KAHL-DEH,plural,,feminine,1,adjective,,The nights are hot.,Le notti sono calde.,"bollente,rovente",,caldo
adjective,temperature,warm,moderately hot,tiepido,TYEH-PEE-DOH,singular,,masculine,1,adjective,,The coffee is warm.,Il caffè è tiepido.,"caldo,temperato",,tiepido
adjective,temperature,warm,moderately hot,tiepida,TYEH-PEE-DAH,singular,,feminine,1,adjective,,The day is warm.,La giornata è tiepida.,"caldo,temperato",,tiepido
adjective,temperature,warm,moderately hot,tiepidi,TYEH-PEE-DEE,plural,,masculine,1,adjective,,The days are warm.,I giorni sono tiepidi.,"caldo,temperato",,tiepido
adjective,temperature,warm,moderately hot,tiepide,TYEH-PEE-DEH,plural,,feminine,1,adjective,,The nights are warm.,Le notti sono tiepide.,"caldo,temperato",,tiepido
adjective,temperature,cold,having a low temperature,freddo,FREHD-DOH,singular,,masculine,1,adjective,,The coffee is cold.,Il caffè è freddo.,"gelido,ghiacciato",,freddo
adjective,temperature,cold,having a low temperature,fredda,FREHD-DAH,singular,,feminine,1,adjective,,The day is cold.,La giornata è fredda.,"gelido,ghiacciato",,freddo
adjective,temperature,cold,having a low temperature,freddi,FREHD-DEE,plural,,masculine,1,adjective,,The days are cold.,I giorni sono freddi.,"gelido,ghiacciato",,freddo
adjective,temperature,cold,having a low temperature,fredde,FREHD-DEH,plural,,feminine,1,adjective,,The nights are cold.,Le notti sono fredde.,"gelido,ghiacciato",,freddo
